name,Phirea_time,UBC_cheap_time,UBC_time
data/TSP/explosion/270.tsp,0.099,0.29,23.15
data/TSP/explosion/271.tsp,0.046,0.06,4.73
data/TSP/explosion/272.tsp,0.027000000000000003,0.04,3.26
data/TSP/explosion/273.tsp,0.08800000000000001,0.26,27.07
data/TSP/explosion/274.tsp,0.061,0.07,8.16
data/TSP/explosion/275.tsp,0.05,0.06,6.18
data/TSP/explosion/276.tsp,0.08,0.13,20.65
data/TSP/explosion/277.tsp,0.049,0.05,5.38
data/TSP/explosion/278.tsp,0.068,0.08,9.74
data/TSP/explosion/279.tsp,0.044000000000000004,0.04,3.71
data/TSP/explosion/28.tsp,0.05,0.05,5.3
data/TSP/explosion/280.tsp,0.114,0.21,26.15
data/TSP/explosion/281.tsp,0.11900000000000001,0.21,36.16
data/TSP/explosion/282.tsp,0.038,0.03,4.4
data/TSP/explosion/283.tsp,0.08,0.15,14.67
data/TSP/explosion/284.tsp,0.05,0.07,7.83
data/TSP/explosion/285.tsp,0.092,0.17,23.03
data/TSP/explosion/286.tsp,0.044000000000000004,0.06,6.63
data/TSP/explosion/287.tsp,0.111,0.24,38.27
data/TSP/explosion/288.tsp,0.05,0.09,7.16
data/TSP/explosion/289.tsp,0.122,0.21,34.14
data/TSP/explosion/29.tsp,0.061,0.04,4.44
data/TSP/explosion/290.tsp,0.11199999999999999,0.11,14.66
data/TSP/explosion/291.tsp,0.125,0.22,15.41
data/TSP/explosion/292.tsp,0.039,0.03,4.54
data/TSP/explosion/293.tsp,0.11699999999999999,0.27,17.91
data/TSP/explosion/294.tsp,0.105,0.2,27.0
data/TSP/explosion/295.tsp,0.036000000000000004,0.05,3.8
data/TSP/explosion/296.tsp,0.121,0.25,18.43
data/TSP/explosion/297.tsp,0.078,0.15,10.36
data/TSP/explosion/298.tsp,0.114,0.24,24.71
data/TSP/explosion/299.tsp,0.113,0.2,24.34
data/TSP/explosion/3.tsp,0.084,0.12,15.22
data/TSP/explosion/30.tsp,0.134,0.16,26.03
data/TSP/explosion/300.tsp,0.035,0.06,3.33
data/TSP/explosion/301.tsp,0.057999999999999996,0.07,3.81
data/TSP/explosion/302.tsp,0.08,0.12,16.43
data/TSP/explosion/303.tsp,0.07,0.15,13.49
data/TSP/explosion/304.tsp,0.10099999999999999,0.19,28.69
data/TSP/explosion/305.tsp,0.42200000000000004,0.2,9.11
data/TSP/explosion/306.tsp,0.35100000000000003,0.05,4.8
data/TSP/explosion/307.tsp,0.434,0.09,7.99
data/TSP/explosion/308.tsp,0.46399999999999997,0.29,21.44
data/TSP/explosion/309.tsp,0.518,0.35,35.0
data/TSP/explosion/31.tsp,0.993,0.12,7.37
data/TSP/explosion/310.tsp,0.079,0.11,14.84
data/TSP/explosion/311.tsp,0.084,0.11,13.65
data/TSP/explosion/312.tsp,0.36200000000000004,0.01,2.42
data/TSP/explosion/313.tsp,0.20800000000000002,0.17,11.44
data/TSP/explosion/314.tsp,0.434,0.2,31.53
data/TSP/explosion/315.tsp,0.861,0.03,4.48
data/TSP/explosion/316.tsp,0.266,0.26,31.85
data/TSP/explosion/317.tsp,0.423,0.04,4.03
data/TSP/explosion/318.tsp,0.266,0.23,30.52
data/TSP/explosion/319.tsp,0.111,0.14,17.7
data/TSP/explosion/32.tsp,0.11699999999999999,0.13,16.78
data/TSP/explosion/320.tsp,0.061,0.08,9.02
data/TSP/explosion/321.tsp,0.092,0.28,25.72
data/TSP/explosion/322.tsp,0.038,0.07,5.06
data/TSP/explosion/323.tsp,0.048,0.09,5.84
data/TSP/explosion/324.tsp,0.076,0.12,8.79
data/TSP/explosion/325.tsp,0.026000000000000002,0.01,2.77
data/TSP/explosion/326.tsp,0.048,0.08,5.49
data/TSP/explosion/327.tsp,0.06,0.07,8.95
data/TSP/explosion/328.tsp,0.079,0.1,11.0
data/TSP/explosion/329.tsp,0.05,0.07,4.78
data/TSP/explosion/33.tsp,0.107,0.33,28.39
data/TSP/explosion/330.tsp,0.114,0.21,18.92
data/TSP/explosion/331.tsp,0.038,0.03,4.94
data/TSP/explosion/332.tsp,0.17,0.23,29.4
data/TSP/explosion/333.tsp,0.11,0.22,39.65
data/TSP/explosion/334.tsp,0.102,0.19,29.0
data/TSP/explosion/335.tsp,0.051,0.04,5.13
data/TSP/explosion/336.tsp,0.09300000000000001,0.18,14.9
data/TSP/explosion/337.tsp,0.03,0.02,2.93
data/TSP/explosion/338.tsp,0.032,0.04,4.04
data/TSP/explosion/339.tsp,0.1,0.29,26.6
data/TSP/explosion/34.tsp,0.06,0.09,9.24
data/TSP/explosion/340.tsp,0.10300000000000001,0.18,24.78
data/TSP/explosion/341.tsp,0.051,0.05,4.42
data/TSP/explosion/342.tsp,0.055,0.05,4.65
data/TSP/explosion/343.tsp,0.049,0.05,5.29
data/TSP/explosion/344.tsp,0.099,0.17,25.99
data/TSP/explosion/345.tsp,0.126,0.13,19.62
data/TSP/explosion/346.tsp,0.054000000000000006,0.07,6.77
data/TSP/explosion/347.tsp,0.034,0.02,3.36
data/TSP/explosion/348.tsp,0.059000000000000004,0.08,5.93
data/TSP/explosion/349.tsp,0.067,0.09,8.6
data/TSP/explosion/35.tsp,0.025,0.02,2.52
data/TSP/explosion/350.tsp,0.055999999999999994,0.12,11.68
data/TSP/explosion/351.tsp,0.086,0.13,15.02
data/TSP/explosion/352.tsp,0.11699999999999999,0.14,18.28
data/TSP/explosion/353.tsp,0.12,0.19,31.9
data/TSP/explosion/354.tsp,0.061,0.08,9.02
data/TSP/explosion/355.tsp,0.09699999999999999,0.18,30.09
data/TSP/explosion/356.tsp,0.084,0.14,17.8
data/TSP/explosion/357.tsp,0.025,0.02,2.24
data/TSP/explosion/358.tsp,0.055999999999999994,0.11,6.74
data/TSP/explosion/359.tsp,0.06,0.13,9.71
data/TSP/explosion/36.tsp,0.039,0.06,4.82
data/TSP/explosion/360.tsp,0.040999999999999995,0.05,4.68
data/TSP/explosion/361.tsp,0.07,0.12,14.38
data/TSP/explosion/362.tsp,0.036000000000000004,0.02,3.47
data/TSP/explosion/363.tsp,0.111,0.25,33.7
data/TSP/explosion/364.tsp,0.085,0.16,19.17
data/TSP/explosion/365.tsp,0.06,0.08,9.61
data/TSP/explosion/366.tsp,0.085,0.21,13.0
data/TSP/explosion/367.tsp,0.024,0.01,2.53
data/TSP/explosion/368.tsp,0.09300000000000001,0.27,27.51
data/TSP/explosion/369.tsp,0.044000000000000004,0.04,6.24
data/TSP/explosion/37.tsp,0.083,0.1,12.14
data/TSP/explosion/370.tsp,0.053,0.08,4.98
data/TSP/explosion/371.tsp,0.085,0.13,11.71
data/TSP/explosion/372.tsp,0.08900000000000001,0.15,26.11
data/TSP/explosion/373.tsp,0.057999999999999996,0.07,6.84
data/TSP/explosion/374.tsp,0.11199999999999999,0.22,21.8
data/TSP/explosion/375.tsp,0.16899999999999998,0.13,13.77
data/TSP/explosion/376.tsp,0.051,0.07,7.6
data/TSP/explosion/377.tsp,0.121,0.24,33.74
data/TSP/explosion/378.tsp,0.081,0.12,16.24
data/TSP/explosion/379.tsp,0.111,0.18,22.2
data/TSP/explosion/38.tsp,0.057,0.06,7.16
data/TSP/explosion/380.tsp,0.068,0.1,11.46
data/TSP/explosion/381.tsp,0.034,0.03,3.85
data/TSP/explosion/382.tsp,0.055999999999999994,0.14,7.31
data/TSP/explosion/383.tsp,0.07400000000000001,0.11,14.2
data/TSP/explosion/384.tsp,0.06,0.12,5.32
data/TSP/explosion/385.tsp,0.03,0.02,3.07
data/TSP/explosion/386.tsp,0.11699999999999999,0.37,37.73
data/TSP/explosion/387.tsp,0.092,0.15,20.63
data/TSP/explosion/388.tsp,0.06,0.08,7.5
data/TSP/explosion/389.tsp,0.109,0.22,26.78
data/TSP/explosion/39.tsp,0.08,0.13,14.15
data/TSP/explosion/390.tsp,0.051,0.06,5.16
data/TSP/explosion/391.tsp,0.051,0.05,6.3
data/TSP/explosion/392.tsp,0.057,0.07,7.02
data/TSP/explosion/393.tsp,0.087,0.14,18.74
data/TSP/explosion/394.tsp,0.204,0.18,28.83
data/TSP/explosion/395.tsp,0.057,0.12,7.67
data/TSP/explosion/396.tsp,0.086,0.13,15.71
data/TSP/explosion/397.tsp,0.102,0.19,23.51
data/TSP/explosion/398.tsp,0.048,0.04,5.66
data/TSP/explosion/399.tsp,0.07200000000000001,0.13,7.95
data/TSP/explosion/4.tsp,0.094,0.03,3.5
data/TSP/explosion/40.tsp,0.066,0.08,6.15
data/TSP/explosion/400.tsp,0.055,0.06,7.68
data/TSP/explosion/401.tsp,0.068,0.06,8.23
data/TSP/explosion/402.tsp,0.099,0.1,11.51
data/TSP/explosion/403.tsp,0.035,0.07,3.71
data/TSP/explosion/404.tsp,0.034,0.04,3.93
data/TSP/explosion/405.tsp,0.036000000000000004,0.04,3.2
data/TSP/explosion/406.tsp,0.062,0.17,13.66
data/TSP/explosion/407.tsp,0.12300000000000001,0.05,4.86
data/TSP/explosion/408.tsp,0.08,0.19,16.77
data/TSP/explosion/409.tsp,0.11800000000000001,0.24,38.22
data/TSP/explosion/41.tsp,0.06,0.14,8.15
data/TSP/explosion/410.tsp,0.092,0.14,22.73
data/TSP/explosion/411.tsp,0.057,0.05,5.41
data/TSP/explosion/412.tsp,0.057,0.07,5.67
data/TSP/explosion/413.tsp,0.057,0.06,5.68
data/TSP/explosion/414.tsp,0.051,0.05,6.79
data/TSP/explosion/415.tsp,0.06,0.07,6.1
data/TSP/explosion/416.tsp,0.107,0.15,16.29
data/TSP/explosion/417.tsp,0.08199999999999999,0.14,17.96
data/TSP/explosion/418.tsp,0.09699999999999999,0.29,31.79
data/TSP/explosion/419.tsp,0.073,0.1,13.54
data/TSP/explosion/42.tsp,0.11599999999999999,0.22,39.79
data/TSP/explosion/420.tsp,0.051,0.12,7.02
data/TSP/explosion/421.tsp,0.085,0.22,21.02
data/TSP/explosion/422.tsp,0.081,0.22,16.07
data/TSP/explosion/423.tsp,0.036000000000000004,0.03,4.15
data/TSP/explosion/424.tsp,0.098,0.26,20.52
data/TSP/explosion/425.tsp,0.099,0.19,29.37
data/TSP/explosion/426.tsp,0.10400000000000001,0.2,35.93
data/TSP/explosion/427.tsp,0.055,0.11,7.45
data/TSP/explosion/428.tsp,0.10400000000000001,0.18,24.82
data/TSP/explosion/429.tsp,0.03,0.03,3.16
data/TSP/explosion/43.tsp,0.127,0.09,6.8
data/TSP/explosion/430.tsp,0.068,0.12,6.53
data/TSP/explosion/431.tsp,0.071,0.11,12.19
data/TSP/explosion/432.tsp,0.031,0.02,2.89
data/TSP/explosion/433.tsp,0.08,0.19,16.08
data/TSP/explosion/434.tsp,0.11699999999999999,0.24,31.64
data/TSP/explosion/435.tsp,0.046,0.11,7.57
data/TSP/explosion/436.tsp,0.095,0.17,24.26
data/TSP/explosion/437.tsp,0.07200000000000001,0.17,14.6
data/TSP/explosion/438.tsp,0.035,0.05,4.76
data/TSP/explosion/439.tsp,0.096,0.21,17.77
data/TSP/explosion/44.tsp,0.04,0.03,4.09
data/TSP/explosion/440.tsp,0.053,0.1,7.04
data/TSP/explosion/441.tsp,0.065,0.09,11.1
data/TSP/explosion/442.tsp,0.034,0.05,4.01
data/TSP/explosion/443.tsp,0.032,0.05,2.99
data/TSP/explosion/444.tsp,0.028999999999999998,0.03,3.19
data/TSP/explosion/445.tsp,0.03,0.04,3.52
data/TSP/explosion/446.tsp,0.045,0.09,6.68
data/TSP/explosion/447.tsp,0.031,0.02,3.19
data/TSP/explosion/448.tsp,0.026000000000000002,0.04,3.12
data/TSP/explosion/449.tsp,0.042,0.06,4.18
data/TSP/explosion/45.tsp,0.042,0.06,4.15
data/TSP/explosion/450.tsp,0.046,0.05,4.99
data/TSP/explosion/451.tsp,0.079,0.19,13.83
data/TSP/explosion/452.tsp,0.027000000000000003,0.02,2.46
data/TSP/explosion/453.tsp,0.099,0.25,19.13
data/TSP/explosion/454.tsp,0.086,0.14,18.46
data/TSP/explosion/455.tsp,0.035,0.06,3.16
data/TSP/explosion/456.tsp,0.038,0.05,3.78
data/TSP/explosion/457.tsp,0.032,0.05,3.61
data/TSP/explosion/458.tsp,0.057,0.11,6.86
data/TSP/explosion/459.tsp,0.113,0.23,35.03
data/TSP/explosion/46.tsp,0.203,0.22,20.65
data/TSP/explosion/460.tsp,0.092,0.14,16.5
data/TSP/explosion/461.tsp,0.039,0.04,3.53
data/TSP/explosion/462.tsp,0.024,0.02,2.56
data/TSP/explosion/463.tsp,0.048,0.09,6.27
data/TSP/explosion/464.tsp,0.066,0.08,8.84
data/TSP/explosion/465.tsp,0.084,0.14,21.61
data/TSP/explosion/466.tsp,0.062,0.09,11.27
data/TSP/explosion/467.tsp,0.052000000000000005,0.07,10.31
data/TSP/explosion/468.tsp,0.055999999999999994,0.12,7.79
data/TSP/explosion/469.tsp,0.102,0.16,26.77
data/TSP/explosion/47.tsp,0.092,0.15,19.34
data/TSP/explosion/470.tsp,0.07200000000000001,0.12,17.2
data/TSP/explosion/471.tsp,0.113,0.22,35.99
data/TSP/explosion/472.tsp,0.045,0.07,4.75
data/TSP/explosion/473.tsp,0.051,0.09,6.71
data/TSP/explosion/474.tsp,0.059000000000000004,0.06,6.29
data/TSP/explosion/475.tsp,0.113,0.23,37.12
data/TSP/explosion/476.tsp,0.066,0.1,12.43
data/TSP/explosion/477.tsp,0.105,0.18,32.71
data/TSP/explosion/478.tsp,0.065,0.09,11.91
data/TSP/explosion/479.tsp,0.054000000000000006,0.06,7.0
data/TSP/explosion/48.tsp,0.075,0.05,6.35
data/TSP/explosion/480.tsp,0.057999999999999996,0.05,4.48
data/TSP/explosion/481.tsp,0.11,0.15,19.61
data/TSP/explosion/482.tsp,0.063,0.08,10.05
data/TSP/explosion/483.tsp,0.07200000000000001,0.12,17.78
data/TSP/explosion/484.tsp,0.154,0.19,32.85
data/TSP/explosion/485.tsp,0.091,0.16,26.46
data/TSP/explosion/486.tsp,0.023,0.01,2.37
data/TSP/explosion/487.tsp,0.10300000000000001,0.31,22.92
data/TSP/explosion/488.tsp,0.023,0.01,2.21
data/TSP/explosion/489.tsp,0.055,0.1,6.2
data/TSP/explosion/49.tsp,0.069,0.1,8.5
data/TSP/explosion/490.tsp,0.034,0.03,3.67
data/TSP/explosion/491.tsp,0.10099999999999999,0.27,25.15
data/TSP/explosion/492.tsp,0.11699999999999999,0.22,32.7
data/TSP/explosion/493.tsp,0.027000000000000003,0.01,2.63
data/TSP/explosion/494.tsp,0.111,0.31,40.71
data/TSP/explosion/495.tsp,0.076,0.21,14.81
data/TSP/explosion/496.tsp,0.051,0.06,4.35
data/TSP/explosion/497.tsp,0.025,0.01,2.33
data/TSP/explosion/498.tsp,0.10800000000000001,0.21,20.42
data/TSP/explosion/499.tsp,0.086,0.15,19.12
data/TSP/explosion/5.tsp,0.193,0.37,33.38
data/TSP/explosion/50.tsp,0.052000000000000005,0.08,5.29
data/TSP/explosion/500.tsp,0.09300000000000001,0.17,19.42
data/TSP/explosion/501.tsp,0.035,0.02,3.74
data/TSP/explosion/502.tsp,0.08199999999999999,0.17,15.95
data/TSP/explosion/503.tsp,0.044000000000000004,0.04,4.39
data/TSP/explosion/504.tsp,0.059000000000000004,0.15,9.94
data/TSP/explosion/505.tsp,0.05,0.06,7.08
data/TSP/explosion/506.tsp,0.063,0.09,11.7
data/TSP/explosion/507.tsp,0.10300000000000001,0.27,29.06
data/TSP/explosion/508.tsp,0.06,0.09,8.89
data/TSP/explosion/509.tsp,0.077,0.08,9.2
data/TSP/explosion/51.tsp,0.10300000000000001,0.31,22.03
data/TSP/explosion/510.tsp,0.07400000000000001,0.11,13.36
data/TSP/explosion/511.tsp,0.062,0.07,7.29
data/TSP/explosion/512.tsp,0.034,0.02,3.26
data/TSP/explosion/513.tsp,0.047,0.1,5.45
data/TSP/explosion/514.tsp,0.053,0.06,7.18
data/TSP/explosion/515.tsp,0.06,0.07,7.32
data/TSP/explosion/516.tsp,0.121,0.19,30.59
data/TSP/explosion/517.tsp,0.057,0.06,6.99
data/TSP/explosion/518.tsp,0.03,0.05,3.18
data/TSP/explosion/519.tsp,0.055,0.1,7.31
data/TSP/explosion/52.tsp,0.037000000000000005,0.03,3.45
data/TSP/explosion/520.tsp,0.064,0.13,10.14
data/TSP/explosion/521.tsp,0.066,0.15,10.2
data/TSP/explosion/522.tsp,0.045,0.05,5.51
data/TSP/explosion/523.tsp,0.10800000000000001,0.33,25.07
data/TSP/explosion/524.tsp,0.083,0.12,13.9
data/TSP/explosion/525.tsp,0.07,0.09,12.79
data/TSP/explosion/526.tsp,0.086,0.22,17.12
data/TSP/explosion/527.tsp,0.07200000000000001,0.06,4.13
data/TSP/explosion/528.tsp,0.08199999999999999,0.19,17.75
data/TSP/explosion/529.tsp,0.085,0.15,14.77
data/TSP/explosion/53.tsp,0.087,0.13,16.48
data/TSP/explosion/530.tsp,0.048,0.07,5.5
data/TSP/explosion/531.tsp,0.095,0.15,17.57
data/TSP/explosion/532.tsp,0.128,0.22,31.47
data/TSP/explosion/533.tsp,0.06,0.08,10.44
data/TSP/explosion/534.tsp,0.07400000000000001,0.12,14.4
data/TSP/explosion/535.tsp,0.083,0.14,10.9
data/TSP/explosion/536.tsp,0.096,0.18,19.02
data/TSP/explosion/537.tsp,0.067,0.17,14.39
data/TSP/explosion/538.tsp,0.042,0.04,6.27
data/TSP/explosion/539.tsp,0.032,0.04,3.48
data/TSP/explosion/54.tsp,0.044000000000000004,0.07,5.71
data/TSP/explosion/540.tsp,0.057999999999999996,0.08,9.44
data/TSP/explosion/541.tsp,0.07200000000000001,0.09,10.55
data/TSP/explosion/542.tsp,0.083,0.11,12.95
data/TSP/explosion/543.tsp,0.11599999999999999,0.22,35.81
data/TSP/explosion/544.tsp,0.049,0.1,5.31
data/TSP/explosion/545.tsp,0.061,0.08,10.39
data/TSP/explosion/546.tsp,0.102,0.32,26.99
data/TSP/explosion/547.tsp,0.034,0.06,3.64
data/TSP/explosion/548.tsp,0.098,0.22,24.68
data/TSP/explosion/549.tsp,0.09300000000000001,0.22,19.6
data/TSP/explosion/55.tsp,0.07400000000000001,0.14,8.82
data/TSP/explosion/550.tsp,0.099,0.3,17.64
data/TSP/explosion/551.tsp,0.028999999999999998,0.02,2.73
data/TSP/explosion/552.tsp,0.055,0.07,3.74
data/TSP/explosion/553.tsp,0.10300000000000001,0.19,23.93
data/TSP/explosion/554.tsp,0.068,0.07,9.82
data/TSP/explosion/555.tsp,0.054000000000000006,0.06,4.7
data/TSP/explosion/556.tsp,0.043,0.04,5.17
data/TSP/explosion/557.tsp,0.091,0.16,21.11
data/TSP/explosion/558.tsp,0.102,0.19,28.87
data/TSP/explosion/559.tsp,0.078,0.11,10.34
data/TSP/explosion/56.tsp,0.032,0.03,3.47
data/TSP/explosion/560.tsp,0.046,0.1,6.53
data/TSP/explosion/561.tsp,0.099,0.23,36.0
data/TSP/explosion/562.tsp,0.049,0.05,6.91
data/TSP/explosion/563.tsp,0.033,0.02,3.25
data/TSP/explosion/564.tsp,0.032,0.05,3.55
data/TSP/explosion/565.tsp,0.05,0.09,4.77
data/TSP/explosion/566.tsp,0.043,0.04,5.09
data/TSP/explosion/567.tsp,0.04,0.04,3.77
data/TSP/explosion/568.tsp,0.034,0.03,3.09
data/TSP/explosion/569.tsp,0.099,0.18,15.53
data/TSP/explosion/57.tsp,0.057,0.12,5.37
data/TSP/explosion/570.tsp,0.086,0.24,17.91
data/TSP/explosion/571.tsp,0.066,0.1,12.78
data/TSP/explosion/572.tsp,0.04,0.04,3.56
data/TSP/explosion/573.tsp,0.086,0.16,16.66
data/TSP/explosion/574.tsp,0.076,0.12,13.33
data/TSP/explosion/575.tsp,0.03,0.02,2.88
data/TSP/explosion/576.tsp,0.084,0.19,11.72
data/TSP/explosion/577.tsp,0.044000000000000004,0.04,4.45
data/TSP/explosion/578.tsp,0.042,0.09,6.0
data/TSP/explosion/579.tsp,0.092,0.14,18.29
data/TSP/explosion/58.tsp,0.11199999999999999,0.21,36.53
data/TSP/explosion/580.tsp,0.028999999999999998,0.04,2.94
data/TSP/explosion/581.tsp,0.05,0.11,8.9
data/TSP/explosion/582.tsp,0.122,0.24,29.53
data/TSP/explosion/583.tsp,0.028999999999999998,0.02,2.6
data/TSP/explosion/584.tsp,0.136,0.3,26.95
data/TSP/explosion/585.tsp,0.125,0.27,24.62
data/TSP/explosion/586.tsp,0.069,0.07,9.38
data/TSP/explosion/587.tsp,0.057,0.12,6.71
data/TSP/explosion/588.tsp,0.061,0.07,9.16
data/TSP/explosion/589.tsp,0.048,0.05,5.05
data/TSP/explosion/59.tsp,0.07200000000000001,0.09,8.67
data/TSP/explosion/590.tsp,0.026000000000000002,0.04,2.63
data/TSP/explosion/591.tsp,0.033,0.06,3.41
data/TSP/explosion/592.tsp,0.084,0.19,15.32
data/TSP/explosion/593.tsp,0.1,0.24,15.98
data/TSP/explosion/594.tsp,0.064,0.13,9.51
data/TSP/explosion/595.tsp,0.067,0.07,7.64
data/TSP/explosion/596.tsp,0.043,0.03,3.37
data/TSP/explosion/597.tsp,0.126,0.27,24.18
data/TSP/explosion/598.tsp,0.027999999999999997,0.01,2.27
data/TSP/explosion/599.tsp,0.107,0.33,30.96
data/TSP/explosion/6.tsp,0.18100000000000002,0.21,18.09
data/TSP/explosion/60.tsp,0.055,0.05,5.14
data/TSP/explosion/600.tsp,0.055,0.07,8.04
data/TSP/explosion/601.tsp,0.028999999999999998,0.05,3.8
data/TSP/explosion/602.tsp,0.065,0.14,11.05
data/TSP/explosion/603.tsp,0.04,0.04,3.6
data/TSP/explosion/604.tsp,0.038,0.03,4.54
data/TSP/explosion/605.tsp,0.052000000000000005,0.09,6.22
data/TSP/explosion/606.tsp,0.09699999999999999,0.26,22.89
data/TSP/explosion/607.tsp,0.053,0.06,6.7
data/TSP/explosion/608.tsp,0.11599999999999999,0.24,35.1
data/TSP/explosion/609.tsp,0.043,0.03,3.58
data/TSP/explosion/61.tsp,0.071,0.08,6.15
data/TSP/explosion/610.tsp,0.027000000000000003,0.04,2.82
data/TSP/explosion/611.tsp,0.091,0.22,15.72
data/TSP/explosion/612.tsp,0.040999999999999995,0.03,3.3
data/TSP/explosion/613.tsp,0.098,0.21,28.33
data/TSP/explosion/614.tsp,0.079,0.13,15.49
data/TSP/explosion/615.tsp,0.028999999999999998,0.03,2.83
data/TSP/explosion/616.tsp,0.096,0.25,27.18
data/TSP/explosion/617.tsp,0.10099999999999999,0.15,19.87
data/TSP/explosion/618.tsp,0.038,0.03,3.78
data/TSP/explosion/619.tsp,0.083,0.18,10.85
data/TSP/explosion/62.tsp,0.06,0.08,8.46
data/TSP/explosion/620.tsp,0.11199999999999999,0.21,40.28
data/TSP/explosion/621.tsp,0.106,0.2,15.57
data/TSP/explosion/622.tsp,0.094,0.26,22.32
data/TSP/explosion/623.tsp,0.05,0.06,4.79
data/TSP/explosion/624.tsp,0.049,0.05,6.66
data/TSP/explosion/625.tsp,0.024,0.02,2.48
data/TSP/explosion/626.tsp,0.106,0.33,26.81
data/TSP/explosion/627.tsp,0.075,0.12,14.62
data/TSP/explosion/628.tsp,0.111,0.2,20.72
data/TSP/explosion/629.tsp,0.094,0.17,24.58
data/TSP/explosion/63.tsp,0.048,0.07,6.93
data/TSP/explosion/630.tsp,0.051,0.11,6.73
data/TSP/explosion/631.tsp,0.054000000000000006,0.12,6.92
data/TSP/explosion/632.tsp,0.034,0.04,2.48
data/TSP/explosion/633.tsp,0.054000000000000006,0.1,8.03
data/TSP/explosion/634.tsp,0.044000000000000004,0.05,4.75
data/TSP/explosion/635.tsp,0.061,0.05,5.71
data/TSP/explosion/636.tsp,0.059000000000000004,0.07,8.21
data/TSP/explosion/637.tsp,0.11900000000000001,0.33,40.45
data/TSP/explosion/638.tsp,0.10300000000000001,0.19,30.48
data/TSP/explosion/639.tsp,0.045,0.05,5.65
data/TSP/explosion/64.tsp,0.028999999999999998,0.02,3.27
data/TSP/explosion/640.tsp,0.07400000000000001,0.18,17.82
data/TSP/explosion/641.tsp,0.055999999999999994,0.06,7.13
data/TSP/explosion/642.tsp,0.036000000000000004,0.03,4.23
data/TSP/explosion/643.tsp,0.087,0.17,24.06
data/TSP/explosion/644.tsp,0.099,0.18,26.77
data/TSP/explosion/645.tsp,0.044000000000000004,0.04,4.33
data/TSP/explosion/646.tsp,0.094,0.16,12.94
data/TSP/explosion/647.tsp,0.049,0.05,5.52
data/TSP/explosion/648.tsp,0.065,0.1,10.71
data/TSP/explosion/649.tsp,0.04,0.03,4.3
data/TSP/explosion/65.tsp,0.11,0.25,33.63
data/TSP/explosion/650.tsp,0.08800000000000001,0.22,14.73
data/TSP/explosion/651.tsp,0.048,0.09,5.43
data/TSP/explosion/652.tsp,0.064,0.07,8.3
data/TSP/explosion/653.tsp,0.061,0.07,9.76
data/TSP/explosion/654.tsp,0.086,0.19,23.78
data/TSP/explosion/655.tsp,0.111,0.24,37.98
data/TSP/explosion/656.tsp,0.204,0.14,17.45
data/TSP/explosion/657.tsp,0.051,0.06,5.69
data/TSP/explosion/658.tsp,0.062,0.06,7.61
data/TSP/explosion/659.tsp,0.102,0.18,30.2
data/TSP/explosion/66.tsp,0.024,0.02,2.91
data/TSP/explosion/660.tsp,0.09,0.23,28.85
data/TSP/explosion/661.tsp,0.10099999999999999,0.19,16.78
data/TSP/explosion/662.tsp,0.031,0.04,3.01
data/TSP/explosion/663.tsp,0.042,0.07,5.14
data/TSP/explosion/664.tsp,0.11,0.36,37.65
data/TSP/explosion/665.tsp,0.16699999999999998,0.31,36.0
data/TSP/explosion/666.tsp,0.04,0.02,3.64
data/TSP/explosion/667.tsp,0.067,0.14,13.25
data/TSP/explosion/668.tsp,0.045,0.05,5.31
data/TSP/explosion/669.tsp,0.091,0.17,21.73
data/TSP/explosion/67.tsp,0.026000000000000002,0.03,3.63
data/TSP/explosion/670.tsp,0.087,0.25,28.89
data/TSP/explosion/671.tsp,0.035,0.06,4.58
data/TSP/explosion/672.tsp,0.091,0.26,27.88
data/TSP/explosion/673.tsp,0.063,0.14,8.13
data/TSP/explosion/674.tsp,0.049,0.06,6.7
data/TSP/explosion/675.tsp,0.06,0.08,8.99
data/TSP/explosion/676.tsp,0.06,0.06,7.09
data/TSP/explosion/677.tsp,0.078,0.13,16.79
data/TSP/explosion/678.tsp,0.096,0.18,26.73
data/TSP/explosion/679.tsp,0.043,0.04,5.32
data/TSP/explosion/68.tsp,0.028999999999999998,0.03,3.05
data/TSP/explosion/680.tsp,0.079,0.21,13.34
data/TSP/explosion/681.tsp,0.049,0.06,4.04
data/TSP/explosion/682.tsp,0.040999999999999995,0.06,5.37
data/TSP/explosion/683.tsp,0.040999999999999995,0.09,5.65
data/TSP/explosion/684.tsp,0.044000000000000004,0.03,4.21
data/TSP/explosion/685.tsp,0.054000000000000006,0.1,8.54
data/TSP/explosion/686.tsp,0.046,0.04,5.04
data/TSP/explosion/687.tsp,0.113,0.23,16.67
data/TSP/explosion/688.tsp,0.043,0.03,3.04
data/TSP/explosion/689.tsp,0.035,0.06,3.68
data/TSP/explosion/69.tsp,0.051,0.1,6.52
data/TSP/explosion/690.tsp,0.094,0.19,27.87
data/TSP/explosion/691.tsp,0.098,0.18,30.81
data/TSP/explosion/692.tsp,0.10800000000000001,0.35,28.05
data/TSP/explosion/693.tsp,0.044000000000000004,0.08,4.29
data/TSP/explosion/694.tsp,0.107,0.22,22.65
data/TSP/explosion/695.tsp,0.054000000000000006,0.08,8.44
data/TSP/explosion/696.tsp,0.068,0.16,11.85
data/TSP/explosion/697.tsp,0.039,0.07,3.92
data/TSP/explosion/698.tsp,0.040999999999999995,0.05,4.27
data/TSP/explosion/699.tsp,0.053,0.13,7.42
