ins_name,Phirea_time
data/TSP/explosion/63.tsp,0.048
data/TSP/explosion/630.tsp,0.051
data/TSP/explosion/631.tsp,0.054
data/TSP/explosion/632.tsp,0.034
data/TSP/explosion/633.tsp,0.054
data/TSP/explosion/634.tsp,0.044
data/TSP/explosion/635.tsp,0.061
data/TSP/explosion/636.tsp,0.059
data/TSP/explosion/637.tsp,0.119
data/TSP/explosion/638.tsp,0.103
data/TSP/explosion/639.tsp,0.045
data/TSP/explosion/64.tsp,0.029
data/TSP/explosion/640.tsp,0.074
data/TSP/explosion/641.tsp,0.056
data/TSP/explosion/642.tsp,0.036
data/TSP/explosion/643.tsp,0.087
data/TSP/explosion/644.tsp,0.099
data/TSP/explosion/645.tsp,0.044
data/TSP/explosion/646.tsp,0.094
data/TSP/explosion/647.tsp,0.049
data/TSP/explosion/648.tsp,0.065
data/TSP/explosion/649.tsp,0.04
data/TSP/explosion/65.tsp,0.11
data/TSP/explosion/650.tsp,0.088
data/TSP/explosion/651.tsp,0.048
data/TSP/explosion/652.tsp,0.064
data/TSP/explosion/653.tsp,0.061
data/TSP/explosion/654.tsp,0.086
data/TSP/explosion/655.tsp,0.111
data/TSP/explosion/656.tsp,0.204
data/TSP/explosion/657.tsp,0.051
data/TSP/explosion/658.tsp,0.062
data/TSP/explosion/659.tsp,0.102
data/TSP/explosion/66.tsp,0.024
data/TSP/explosion/660.tsp,0.09
data/TSP/explosion/661.tsp,0.101
data/TSP/explosion/662.tsp,0.031
data/TSP/explosion/663.tsp,0.042
data/TSP/explosion/664.tsp,0.11
data/TSP/explosion/665.tsp,0.167
data/TSP/explosion/666.tsp,0.04
data/TSP/explosion/667.tsp,0.067
data/TSP/explosion/668.tsp,0.045
data/TSP/explosion/669.tsp,0.091
data/TSP/explosion/67.tsp,0.026
data/TSP/explosion/670.tsp,0.087
data/TSP/explosion/671.tsp,0.035
data/TSP/explosion/672.tsp,0.091
data/TSP/explosion/673.tsp,0.063
data/TSP/explosion/674.tsp,0.049
data/TSP/explosion/675.tsp,0.06
data/TSP/explosion/676.tsp,0.06
data/TSP/explosion/677.tsp,0.078
data/TSP/explosion/678.tsp,0.096
data/TSP/explosion/679.tsp,0.043
data/TSP/explosion/68.tsp,0.029
data/TSP/explosion/680.tsp,0.079
data/TSP/explosion/681.tsp,0.049
data/TSP/explosion/682.tsp,0.041
data/TSP/explosion/683.tsp,0.041
data/TSP/explosion/684.tsp,0.044
data/TSP/explosion/685.tsp,0.054
data/TSP/explosion/686.tsp,0.046
data/TSP/explosion/687.tsp,0.113
data/TSP/explosion/688.tsp,0.043
data/TSP/explosion/689.tsp,0.035
data/TSP/explosion/69.tsp,0.051
data/TSP/explosion/690.tsp,0.094
data/TSP/explosion/691.tsp,0.098
data/TSP/explosion/692.tsp,0.108
data/TSP/explosion/693.tsp,0.044
data/TSP/explosion/694.tsp,0.107
data/TSP/explosion/695.tsp,0.054
data/TSP/explosion/696.tsp,0.068
data/TSP/explosion/697.tsp,0.039
data/TSP/explosion/698.tsp,0.041
data/TSP/explosion/699.tsp,0.053
data/TSP/explosion/7.tsp,0.049
data/TSP/explosion/70.tsp,0.053
data/TSP/explosion/700.tsp,0.054
data/TSP/explosion/701.tsp,0.06
data/TSP/explosion/702.tsp,0.108
data/TSP/explosion/703.tsp,0.049
data/TSP/explosion/704.tsp,0.061
data/TSP/explosion/705.tsp,0.112
data/TSP/explosion/706.tsp,0.055
data/TSP/explosion/707.tsp,0.047
data/TSP/explosion/708.tsp,0.059
data/TSP/explosion/709.tsp,0.057
data/TSP/explosion/71.tsp,0.11
data/TSP/explosion/710.tsp,0.047
data/TSP/explosion/711.tsp,0.06
data/TSP/explosion/712.tsp,0.095
data/TSP/explosion/713.tsp,0.094
data/TSP/explosion/714.tsp,0.095
data/TSP/explosion/715.tsp,0.212
data/TSP/explosion/716.tsp,0.034
data/TSP/explosion/717.tsp,0.087
data/TSP/explosion/718.tsp,0.103
data/TSP/explosion/719.tsp,0.103
data/TSP/explosion/72.tsp,0.042
data/TSP/explosion/720.tsp,0.073
data/TSP/explosion/721.tsp,0.105
data/TSP/explosion/722.tsp,0.114
data/TSP/explosion/723.tsp,0.096
data/TSP/explosion/724.tsp,0.105
data/TSP/explosion/725.tsp,0.163
data/TSP/explosion/726.tsp,0.065
data/TSP/explosion/727.tsp,0.106
data/TSP/explosion/728.tsp,0.043
data/TSP/explosion/729.tsp,0.04
data/TSP/explosion/73.tsp,0.035
data/TSP/explosion/730.tsp,0.052
data/TSP/explosion/731.tsp,0.043
data/TSP/explosion/732.tsp,0.048
data/TSP/explosion/733.tsp,0.126
data/TSP/explosion/734.tsp,0.026
data/TSP/explosion/735.tsp,0.036
data/TSP/explosion/736.tsp,0.081
data/TSP/explosion/737.tsp,0.092
data/TSP/explosion/738.tsp,0.028
data/TSP/explosion/739.tsp,0.13
data/TSP/explosion/74.tsp,0.046
data/TSP/explosion/740.tsp,0.132
data/TSP/explosion/741.tsp,0.075
data/TSP/explosion/742.tsp,0.085
data/TSP/explosion/743.tsp,0.1
data/TSP/explosion/744.tsp,0.104
data/TSP/explosion/745.tsp,0.081
data/TSP/explosion/746.tsp,0.065
data/TSP/explosion/747.tsp,0.053
data/TSP/explosion/748.tsp,0.052
data/TSP/explosion/749.tsp,0.034
data/TSP/explosion/75.tsp,0.078
data/TSP/explosion/750.tsp,0.064
data/TSP/explosion/751.tsp,0.086
data/TSP/explosion/752.tsp,0.053
data/TSP/explosion/753.tsp,0.04
data/TSP/explosion/754.tsp,0.076
data/TSP/explosion/755.tsp,0.068
data/TSP/explosion/756.tsp,0.081
data/TSP/explosion/757.tsp,0.039
data/TSP/explosion/758.tsp,0.053
data/TSP/explosion/759.tsp,0.083
data/TSP/explosion/76.tsp,0.105
data/TSP/explosion/760.tsp,0.088
data/TSP/explosion/761.tsp,0.109
data/TSP/explosion/762.tsp,0.053
data/TSP/explosion/763.tsp,0.063
data/TSP/explosion/764.tsp,0.075
data/TSP/explosion/765.tsp,0.125
data/TSP/explosion/766.tsp,0.104
data/TSP/explosion/767.tsp,0.047
data/TSP/explosion/768.tsp,0.088
data/TSP/explosion/769.tsp,0.042
data/TSP/explosion/77.tsp,0.093
data/TSP/explosion/770.tsp,0.1
data/TSP/explosion/771.tsp,0.08
data/TSP/explosion/772.tsp,0.086
data/TSP/explosion/773.tsp,0.067
data/TSP/explosion/774.tsp,0.124
data/TSP/explosion/775.tsp,0.111
data/TSP/explosion/776.tsp,0.129
data/TSP/explosion/777.tsp,0.118
data/TSP/explosion/778.tsp,0.041
data/TSP/explosion/779.tsp,0.035
data/TSP/explosion/78.tsp,0.087
data/TSP/explosion/780.tsp,0.033
data/TSP/explosion/781.tsp,0.103
data/TSP/explosion/782.tsp,0.088
data/TSP/explosion/783.tsp,0.031
data/TSP/explosion/784.tsp,0.026
data/TSP/explosion/785.tsp,0.104
data/TSP/explosion/786.tsp,0.112
data/TSP/explosion/787.tsp,0.127
data/TSP/explosion/788.tsp,0.093
data/TSP/explosion/789.tsp,0.062
data/TSP/explosion/79.tsp,0.072
data/TSP/explosion/790.tsp,0.085
data/TSP/explosion/791.tsp,0.039
data/TSP/explosion/792.tsp,0.024
data/TSP/explosion/793.tsp,0.105
data/TSP/explosion/794.tsp,0.108
data/TSP/explosion/795.tsp,0.123
data/TSP/explosion/796.tsp,0.073
data/TSP/explosion/797.tsp,0.054
data/TSP/explosion/798.tsp,0.112
data/TSP/explosion/799.tsp,0.062
data/TSP/explosion/8.tsp,0.098
data/TSP/explosion/80.tsp,0.048
data/TSP/explosion/800.tsp,0.038
data/TSP/explosion/801.tsp,0.053
data/TSP/explosion/802.tsp,0.116
data/TSP/explosion/803.tsp,0.04
data/TSP/explosion/804.tsp,0.101
data/TSP/explosion/805.tsp,0.071
data/TSP/explosion/806.tsp,0.082
data/TSP/explosion/807.tsp,0.058
data/TSP/explosion/808.tsp,0.06
data/TSP/explosion/809.tsp,0.06
data/TSP/explosion/81.tsp,0.089
data/TSP/explosion/810.tsp,0.063
data/TSP/explosion/811.tsp,0.113
data/TSP/explosion/812.tsp,0.059
data/TSP/explosion/813.tsp,0.091
data/TSP/explosion/814.tsp,0.029
data/TSP/explosion/815.tsp,0.1
data/TSP/explosion/816.tsp,0.047
data/TSP/explosion/817.tsp,0.113
data/TSP/explosion/818.tsp,0.038
data/TSP/explosion/819.tsp,0.033
data/TSP/explosion/82.tsp,0.071
data/TSP/explosion/820.tsp,0.057
data/TSP/explosion/821.tsp,0.094
data/TSP/explosion/822.tsp,0.035
data/TSP/explosion/823.tsp,0.149
data/TSP/explosion/824.tsp,0.112
data/TSP/explosion/825.tsp,0.081
data/TSP/explosion/826.tsp,0.111
data/TSP/explosion/827.tsp,0.101
data/TSP/explosion/828.tsp,0.028
data/TSP/explosion/829.tsp,0.098
data/TSP/explosion/83.tsp,0.066
data/TSP/explosion/830.tsp,0.069
data/TSP/explosion/831.tsp,0.05
data/TSP/explosion/832.tsp,0.06
data/TSP/explosion/833.tsp,0.037
data/TSP/explosion/834.tsp,0.045
data/TSP/explosion/835.tsp,0.052
data/TSP/explosion/836.tsp,0.054
data/TSP/explosion/837.tsp,0.103
data/TSP/explosion/838.tsp,0.038
data/TSP/explosion/839.tsp,0.055
data/TSP/explosion/84.tsp,0.054
data/TSP/explosion/840.tsp,0.051
data/TSP/explosion/841.tsp,0.036
data/TSP/explosion/842.tsp,0.092
data/TSP/explosion/843.tsp,0.03
data/TSP/explosion/844.tsp,0.114
data/TSP/explosion/845.tsp,0.058
data/TSP/explosion/846.tsp,0.098
data/TSP/explosion/847.tsp,0.113
data/TSP/explosion/848.tsp,0.105
data/TSP/explosion/849.tsp,0.041
data/TSP/explosion/85.tsp,0.03
data/TSP/explosion/850.tsp,0.042
data/TSP/explosion/851.tsp,0.037
data/TSP/explosion/852.tsp,0.091
data/TSP/explosion/853.tsp,0.053
data/TSP/explosion/854.tsp,0.088
data/TSP/explosion/855.tsp,0.071
data/TSP/explosion/856.tsp,0.051
data/TSP/explosion/857.tsp,0.079
data/TSP/explosion/858.tsp,0.093
data/TSP/explosion/859.tsp,0.103
data/TSP/explosion/86.tsp,0.029
data/TSP/explosion/860.tsp,0.025
data/TSP/explosion/861.tsp,0.042
data/TSP/explosion/862.tsp,0.065
data/TSP/explosion/863.tsp,0.043
data/TSP/explosion/864.tsp,0.035
data/TSP/explosion/865.tsp,0.085
data/TSP/explosion/866.tsp,0.063
data/TSP/explosion/867.tsp,0.031
data/TSP/explosion/868.tsp,0.068
data/TSP/explosion/869.tsp,0.078
data/TSP/explosion/87.tsp,0.077
data/TSP/explosion/870.tsp,0.07
data/TSP/explosion/871.tsp,0.07
data/TSP/explosion/872.tsp,0.032
data/TSP/explosion/873.tsp,0.111
data/TSP/explosion/874.tsp,0.077
data/TSP/explosion/875.tsp,0.04
data/TSP/explosion/876.tsp,0.077
data/TSP/explosion/877.tsp,0.108
data/TSP/explosion/878.tsp,0.087
data/TSP/explosion/879.tsp,0.081
data/TSP/explosion/88.tsp,0.076
data/TSP/explosion/880.tsp,0.046
data/TSP/explosion/881.tsp,0.031
data/TSP/explosion/882.tsp,0.076
data/TSP/explosion/883.tsp,0.028
data/TSP/explosion/884.tsp,0.04
data/TSP/explosion/885.tsp,0.071
data/TSP/explosion/886.tsp,0.037
data/TSP/explosion/887.tsp,0.034
data/TSP/explosion/888.tsp,0.071
data/TSP/explosion/889.tsp,0.11
data/TSP/explosion/89.tsp,0.04
data/TSP/explosion/890.tsp,0.063
data/TSP/explosion/891.tsp,0.045
data/TSP/explosion/892.tsp,0.039
data/TSP/explosion/893.tsp,0.047
data/TSP/explosion/894.tsp,0.122
data/TSP/explosion/895.tsp,0.166
data/TSP/explosion/896.tsp,0.111
data/TSP/explosion/897.tsp,0.079
data/TSP/explosion/898.tsp,0.112
data/TSP/explosion/899.tsp,0.031
data/TSP/explosion/9.tsp,0.053
data/TSP/explosion/90.tsp,0.064
data/TSP/explosion/900.tsp,0.062
data/TSP/explosion/901.tsp,0.036
data/TSP/explosion/902.tsp,0.039
data/TSP/explosion/903.tsp,0.036
data/TSP/explosion/904.tsp,0.069
data/TSP/explosion/905.tsp,0.076
data/TSP/explosion/906.tsp,0.119
data/TSP/explosion/907.tsp,0.06
data/TSP/explosion/908.tsp,0.069
data/TSP/explosion/909.tsp,0.054
data/TSP/explosion/91.tsp,0.071
data/TSP/explosion/910.tsp,0.071
data/TSP/explosion/911.tsp,0.041
data/TSP/explosion/912.tsp,0.079
data/TSP/explosion/913.tsp,0.1
data/TSP/explosion/914.tsp,0.061
data/TSP/explosion/915.tsp,0.069
data/TSP/explosion/916.tsp,0.109
data/TSP/explosion/917.tsp,0.064
data/TSP/explosion/918.tsp,0.034
data/TSP/explosion/919.tsp,0.066
data/TSP/explosion/92.tsp,0.091
data/TSP/explosion/920.tsp,0.081
data/TSP/explosion/921.tsp,0.037
data/TSP/explosion/922.tsp,0.077
data/TSP/explosion/923.tsp,0.045
data/TSP/explosion/924.tsp,0.059
data/TSP/explosion/925.tsp,0.073
data/TSP/explosion/926.tsp,0.025
data/TSP/explosion/927.tsp,0.062
data/TSP/explosion/928.tsp,0.093
data/TSP/explosion/929.tsp,0.098
data/TSP/explosion/93.tsp,0.046
data/TSP/explosion/930.tsp,0.051
data/TSP/explosion/931.tsp,0.114
data/TSP/explosion/932.tsp,0.064
data/TSP/explosion/933.tsp,0.119
data/TSP/explosion/934.tsp,0.1
data/TSP/explosion/935.tsp,0.112
data/TSP/explosion/936.tsp,0.049
data/TSP/explosion/937.tsp,0.062
data/TSP/explosion/938.tsp,0.048
data/TSP/explosion/939.tsp,0.045
data/TSP/explosion/94.tsp,0.047
data/TSP/explosion/940.tsp,0.037
data/TSP/explosion/941.tsp,0.104
data/TSP/explosion/942.tsp,0.101
data/TSP/explosion/943.tsp,0.078
data/TSP/explosion/944.tsp,0.121
data/TSP/explosion/945.tsp,0.075
data/TSP/explosion/946.tsp,0.082
data/TSP/explosion/947.tsp,0.11
data/TSP/explosion/948.tsp,0.057
data/TSP/explosion/949.tsp,0.055
data/TSP/explosion/95.tsp,0.073
data/TSP/explosion/950.tsp,0.036
data/TSP/explosion/951.tsp,0.028
data/TSP/explosion/952.tsp,0.091
data/TSP/explosion/953.tsp,0.099
data/TSP/explosion/954.tsp,0.025
data/TSP/explosion/955.tsp,0.033
data/TSP/explosion/956.tsp,0.085
data/TSP/explosion/957.tsp,0.059
data/TSP/explosion/958.tsp,0.107
data/TSP/explosion/959.tsp,0.071
data/TSP/explosion/96.tsp,0.08
data/TSP/explosion/960.tsp,0.09
data/TSP/explosion/961.tsp,0.045
data/TSP/explosion/962.tsp,0.131
data/TSP/explosion/963.tsp,0.072
data/TSP/explosion/964.tsp,0.115
data/TSP/explosion/965.tsp,0.055
data/TSP/explosion/966.tsp,0.047
data/TSP/explosion/967.tsp,0.029
data/TSP/explosion/968.tsp,0.03
data/TSP/explosion/969.tsp,0.063
data/TSP/explosion/97.tsp,0.046
data/TSP/explosion/970.tsp,0.038
data/TSP/explosion/971.tsp,0.095
data/TSP/explosion/972.tsp,0.058
data/TSP/explosion/973.tsp,0.06
data/TSP/explosion/974.tsp,0.065
data/TSP/explosion/975.tsp,0.033
data/TSP/explosion/976.tsp,0.061
data/TSP/explosion/977.tsp,0.051
data/TSP/explosion/978.tsp,0.131
data/TSP/explosion/979.tsp,0.078
data/TSP/explosion/98.tsp,0.095
data/TSP/explosion/980.tsp,0.112
data/TSP/explosion/981.tsp,0.067
data/TSP/explosion/982.tsp,0.025
data/TSP/explosion/983.tsp,0.133
data/TSP/explosion/984.tsp,0.059
data/TSP/explosion/985.tsp,0.127
data/TSP/explosion/986.tsp,0.074
data/TSP/explosion/987.tsp,0.079
data/TSP/explosion/988.tsp,0.042
data/TSP/explosion/989.tsp,0.083
data/TSP/explosion/99.tsp,0.072
data/TSP/explosion/990.tsp,0.124
data/TSP/explosion/991.tsp,0.065
data/TSP/explosion/992.tsp,0.112
data/TSP/explosion/993.tsp,0.104
data/TSP/explosion/994.tsp,0.032
data/TSP/explosion/995.tsp,0.125
data/TSP/explosion/996.tsp,0.057
data/TSP/explosion/997.tsp,0.039
data/TSP/explosion/998.tsp,0.088
data/TSP/explosion/999.tsp,0.034
data/TSP/grid/1.tsp,0.134
data/TSP/grid/10.tsp,0.097
data/TSP/grid/100.tsp,0.048
data/TSP/grid/1000.tsp,0.095
data/TSP/grid/101.tsp,0.093
data/TSP/grid/102.tsp,0.08
data/TSP/grid/103.tsp,0.048
data/TSP/grid/104.tsp,0.028
data/TSP/grid/105.tsp,0.04
data/TSP/grid/106.tsp,0.027
data/TSP/grid/107.tsp,0.089
data/TSP/grid/108.tsp,0.076
data/TSP/grid/109.tsp,0.051
data/TSP/grid/11.tsp,0.112
data/TSP/grid/110.tsp,0.1
data/TSP/grid/111.tsp,0.081
data/TSP/grid/112.tsp,0.034
data/TSP/grid/113.tsp,0.073
data/TSP/grid/114.tsp,0.034
data/TSP/grid/115.tsp,0.086
data/TSP/grid/116.tsp,0.035
data/TSP/grid/117.tsp,0.054
data/TSP/grid/118.tsp,0.114
data/TSP/grid/119.tsp,0.113
data/TSP/grid/12.tsp,0.043
data/TSP/grid/120.tsp,0.095
data/TSP/grid/121.tsp,0.121
data/TSP/grid/122.tsp,0.09
data/TSP/grid/123.tsp,0.093
data/TSP/grid/124.tsp,0.069
data/TSP/grid/125.tsp,0.075
data/TSP/grid/126.tsp,0.091
data/TSP/grid/127.tsp,0.077
data/TSP/grid/128.tsp,0.032
data/TSP/grid/129.tsp,0.118
data/TSP/grid/13.tsp,0.065
data/TSP/grid/130.tsp,0.148
data/TSP/grid/131.tsp,0.031
data/TSP/grid/132.tsp,0.067
data/TSP/grid/133.tsp,0.034
data/TSP/grid/134.tsp,0.037
data/TSP/grid/135.tsp,0.049
data/TSP/grid/136.tsp,0.119
data/TSP/grid/137.tsp,0.039
data/TSP/grid/138.tsp,0.07
data/TSP/grid/139.tsp,0.042
data/TSP/grid/14.tsp,0.04
data/TSP/grid/140.tsp,0.04
data/TSP/grid/141.tsp,0.03
data/TSP/grid/142.tsp,0.066
data/TSP/grid/143.tsp,0.059
data/TSP/grid/144.tsp,0.066
data/TSP/grid/145.tsp,0.088
data/TSP/grid/146.tsp,0.059
data/TSP/grid/147.tsp,0.116
data/TSP/grid/148.tsp,0.039
data/TSP/grid/149.tsp,0.058
data/TSP/grid/15.tsp,0.03
data/TSP/grid/150.tsp,0.119
data/TSP/grid/151.tsp,0.037
data/TSP/grid/152.tsp,0.051
data/TSP/grid/153.tsp,0.074
data/TSP/grid/154.tsp,0.082
data/TSP/grid/155.tsp,0.086
data/TSP/grid/156.tsp,0.045
data/TSP/grid/157.tsp,0.04
data/TSP/grid/158.tsp,0.041
data/TSP/grid/159.tsp,0.061
data/TSP/grid/16.tsp,0.129
data/TSP/grid/160.tsp,0.082
data/TSP/grid/161.tsp,0.083
data/TSP/grid/162.tsp,0.109
data/TSP/grid/163.tsp,0.051
data/TSP/grid/164.tsp,0.092
data/TSP/grid/165.tsp,0.14
data/TSP/grid/166.tsp,0.047
data/TSP/grid/167.tsp,0.072
data/TSP/grid/168.tsp,0.102
data/TSP/grid/169.tsp,0.076
data/TSP/grid/17.tsp,0.087
data/TSP/grid/170.tsp,0.058
data/TSP/grid/171.tsp,0.053
data/TSP/grid/172.tsp,0.077
data/TSP/grid/173.tsp,0.112
data/TSP/grid/174.tsp,0.095
data/TSP/grid/175.tsp,0.082
data/TSP/grid/176.tsp,0.075
data/TSP/grid/177.tsp,0.06
data/TSP/grid/178.tsp,0.095
data/TSP/grid/179.tsp,0.08
data/TSP/grid/18.tsp,0.079
data/TSP/grid/180.tsp,0.076
data/TSP/grid/181.tsp,0.069
data/TSP/grid/182.tsp,0.124
data/TSP/grid/183.tsp,0.042
data/TSP/grid/184.tsp,0.068
data/TSP/grid/185.tsp,0.067
data/TSP/grid/186.tsp,0.056
data/TSP/grid/187.tsp,0.029
data/TSP/grid/188.tsp,0.036
data/TSP/grid/189.tsp,0.08
data/TSP/grid/19.tsp,0.074
data/TSP/grid/190.tsp,0.187
data/TSP/grid/191.tsp,0.041
data/TSP/grid/192.tsp,0.034
data/TSP/grid/193.tsp,0.07
data/TSP/grid/194.tsp,0.117
data/TSP/grid/195.tsp,0.115
data/TSP/grid/196.tsp,0.029
data/TSP/grid/197.tsp,0.085
data/TSP/grid/198.tsp,0.106
data/TSP/grid/199.tsp,0.034
data/TSP/grid/2.tsp,0.096
data/TSP/grid/20.tsp,0.15
data/TSP/grid/200.tsp,0.119
data/TSP/grid/201.tsp,0.05
data/TSP/grid/202.tsp,0.083
data/TSP/grid/203.tsp,0.059
data/TSP/grid/204.tsp,0.032
data/TSP/grid/205.tsp,0.043
data/TSP/grid/206.tsp,0.067
data/TSP/grid/207.tsp,0.111
data/TSP/grid/208.tsp,0.044
data/TSP/grid/209.tsp,0.084
data/TSP/grid/21.tsp,0.092
data/TSP/grid/210.tsp,0.07
data/TSP/grid/211.tsp,0.102
data/TSP/grid/212.tsp,0.056
data/TSP/grid/213.tsp,0.031
data/TSP/grid/214.tsp,0.044
data/TSP/grid/215.tsp,0.122
data/TSP/grid/216.tsp,0.105
data/TSP/grid/217.tsp,0.112
data/TSP/grid/218.tsp,0.05
data/TSP/grid/219.tsp,0.104
data/TSP/grid/22.tsp,0.041
data/TSP/grid/220.tsp,0.05
data/TSP/grid/221.tsp,0.053
data/TSP/grid/222.tsp,0.048
data/TSP/grid/223.tsp,0.066
data/TSP/grid/224.tsp,0.037
data/TSP/grid/225.tsp,0.177
data/TSP/grid/226.tsp,0.056
data/TSP/grid/227.tsp,0.108
data/TSP/grid/228.tsp,0.03
data/TSP/grid/229.tsp,0.12
data/TSP/grid/23.tsp,0.049
data/TSP/grid/230.tsp,0.06
data/TSP/grid/231.tsp,0.082
data/TSP/grid/232.tsp,0.076
data/TSP/grid/233.tsp,0.058
data/TSP/grid/234.tsp,0.106
data/TSP/grid/235.tsp,0.105
data/TSP/grid/236.tsp,0.116
data/TSP/grid/237.tsp,0.094
data/TSP/grid/238.tsp,0.067
data/TSP/grid/239.tsp,0.086
data/TSP/grid/24.tsp,0.096
data/TSP/grid/240.tsp,0.108
data/TSP/grid/241.tsp,0.112
data/TSP/grid/242.tsp,0.104
data/TSP/grid/243.tsp,0.028
data/TSP/grid/244.tsp,0.08
data/TSP/grid/245.tsp,0.097
data/TSP/grid/246.tsp,0.103
data/TSP/grid/247.tsp,0.137
data/TSP/grid/248.tsp,0.122
data/TSP/grid/249.tsp,0.099
data/TSP/grid/25.tsp,0.079
data/TSP/grid/250.tsp,0.076
data/TSP/grid/251.tsp,0.1
data/TSP/grid/252.tsp,0.109
data/TSP/grid/253.tsp,0.132
data/TSP/grid/254.tsp,0.074
data/TSP/grid/255.tsp,0.047
data/TSP/grid/256.tsp,0.054
data/TSP/grid/257.tsp,0.077
data/TSP/grid/258.tsp,0.111
data/TSP/grid/259.tsp,0.091
data/TSP/grid/26.tsp,0.084
data/TSP/grid/260.tsp,0.099
data/TSP/grid/261.tsp,0.027
data/TSP/grid/262.tsp,0.085
data/TSP/grid/263.tsp,0.115
data/TSP/grid/264.tsp,0.095
data/TSP/grid/265.tsp,0.031
data/TSP/grid/266.tsp,0.031
data/TSP/grid/267.tsp,0.106
data/TSP/grid/268.tsp,0.104
data/TSP/grid/269.tsp,0.081
data/TSP/grid/27.tsp,0.098
data/TSP/grid/270.tsp,0.034
data/TSP/grid/271.tsp,0.036
data/TSP/grid/272.tsp,0.055
data/TSP/grid/273.tsp,0.074
data/TSP/grid/274.tsp,0.081
data/TSP/grid/275.tsp,0.112
data/TSP/grid/276.tsp,0.04
data/TSP/grid/277.tsp,0.061
data/TSP/grid/278.tsp,0.035
data/TSP/grid/279.tsp,0.029
data/TSP/grid/28.tsp,0.087
data/TSP/grid/280.tsp,0.055
data/TSP/grid/281.tsp,0.102
data/TSP/grid/282.tsp,0.043
data/TSP/grid/283.tsp,0.073
data/TSP/grid/284.tsp,0.062
data/TSP/grid/285.tsp,0.056
data/TSP/grid/286.tsp,0.1
data/TSP/grid/287.tsp,0.031
data/TSP/grid/288.tsp,0.07
data/TSP/grid/289.tsp,0.105
data/TSP/grid/29.tsp,0.099
data/TSP/grid/290.tsp,0.09
data/TSP/grid/291.tsp,0.116
data/TSP/grid/292.tsp,0.106
data/TSP/grid/293.tsp,0.036
data/TSP/grid/294.tsp,0.041
data/TSP/grid/295.tsp,0.123
data/TSP/grid/296.tsp,0.101
data/TSP/grid/297.tsp,0.086
data/TSP/grid/298.tsp,0.115
data/TSP/grid/299.tsp,0.049
data/TSP/grid/3.tsp,0.093
data/TSP/grid/30.tsp,0.048
data/TSP/grid/300.tsp,0.097
data/TSP/grid/301.tsp,0.062
data/TSP/grid/302.tsp,0.107
data/TSP/grid/303.tsp,0.062
data/TSP/grid/304.tsp,0.031
data/TSP/grid/305.tsp,0.039
data/TSP/grid/306.tsp,0.099
data/TSP/grid/307.tsp,0.057
data/TSP/grid/308.tsp,0.032
data/TSP/grid/309.tsp,0.118
data/TSP/grid/31.tsp,0.114
data/TSP/grid/310.tsp,0.038
data/TSP/grid/311.tsp,0.068
data/TSP/grid/312.tsp,0.051
data/TSP/grid/313.tsp,0.085
data/TSP/grid/314.tsp,0.104
data/TSP/grid/315.tsp,0.112
data/TSP/grid/316.tsp,0.063
data/TSP/grid/317.tsp,0.097
data/TSP/grid/318.tsp,0.046
data/TSP/grid/319.tsp,0.067
data/TSP/grid/32.tsp,0.066
data/TSP/grid/320.tsp,0.047
data/TSP/grid/321.tsp,0.029
data/TSP/grid/322.tsp,0.05
data/TSP/grid/323.tsp,0.078
data/TSP/grid/324.tsp,0.05
data/TSP/grid/325.tsp,0.096
data/TSP/grid/326.tsp,0.075
data/TSP/grid/327.tsp,0.042
data/TSP/grid/328.tsp,0.098
data/TSP/grid/329.tsp,0.082
data/TSP/grid/33.tsp,0.038
data/TSP/grid/330.tsp,0.106
data/TSP/grid/331.tsp,0.108
data/TSP/grid/332.tsp,0.071
data/TSP/grid/333.tsp,0.1
data/TSP/grid/334.tsp,0.03
data/TSP/grid/335.tsp,0.038
data/TSP/grid/336.tsp,0.041
data/TSP/grid/337.tsp,0.09
data/TSP/grid/338.tsp,0.094
data/TSP/grid/339.tsp,0.119
data/TSP/grid/34.tsp,0.031
data/TSP/grid/340.tsp,0.08
data/TSP/grid/341.tsp,0.117
data/TSP/grid/342.tsp,0.107
data/TSP/grid/343.tsp,0.116
data/TSP/grid/344.tsp,0.07
data/TSP/grid/345.tsp,0.05
data/TSP/grid/346.tsp,0.14
data/TSP/grid/347.tsp,0.103
data/TSP/grid/348.tsp,0.088
data/TSP/grid/349.tsp,0.094
data/TSP/grid/35.tsp,0.053
data/TSP/grid/350.tsp,0.033
data/TSP/grid/351.tsp,0.033
data/TSP/grid/352.tsp,0.079
data/TSP/grid/353.tsp,0.1
data/TSP/grid/354.tsp,0.069
data/TSP/grid/355.tsp,0.075
data/TSP/grid/356.tsp,0.086
data/TSP/grid/357.tsp,0.076
data/TSP/grid/358.tsp,0.085
data/TSP/grid/359.tsp,0.103
data/TSP/grid/36.tsp,0.072
data/TSP/grid/360.tsp,0.095
data/TSP/grid/361.tsp,0.068
data/TSP/grid/362.tsp,0.1
data/TSP/grid/363.tsp,0.042
data/TSP/grid/364.tsp,0.044
data/TSP/grid/365.tsp,0.089
data/TSP/grid/366.tsp,0.095
data/TSP/grid/367.tsp,0.047
data/TSP/grid/368.tsp,0.027
data/TSP/grid/369.tsp,0.045
data/TSP/grid/37.tsp,0.042
data/TSP/grid/370.tsp,0.11
data/TSP/grid/371.tsp,0.058
