name,Phiera_time
data/TSP/RUE/293.tsp,0.105
data/TSP/RUE/294.tsp,0.063
data/TSP/RUE/295.tsp,0.054
data/TSP/RUE/296.tsp,0.096
data/TSP/RUE/297.tsp,0.038
data/TSP/RUE/298.tsp,0.047
data/TSP/RUE/299.tsp,0.086
data/TSP/RUE/3.tsp,0.092
data/TSP/RUE/30.tsp,0.069
data/TSP/RUE/300.tsp,0.024
data/TSP/RUE/301.tsp,0.034
data/TSP/RUE/302.tsp,0.072
data/TSP/RUE/303.tsp,0.085
data/TSP/RUE/304.tsp,0.062
data/TSP/RUE/305.tsp,0.027
data/TSP/RUE/306.tsp,0.086
data/TSP/RUE/307.tsp,0.085
data/TSP/RUE/308.tsp,0.073
data/TSP/RUE/309.tsp,0.108
data/TSP/RUE/31.tsp,0.111
data/TSP/RUE/310.tsp,0.081
data/TSP/RUE/311.tsp,0.043
data/TSP/RUE/312.tsp,0.039
data/TSP/RUE/313.tsp,0.073
data/TSP/RUE/314.tsp,0.039
data/TSP/RUE/315.tsp,0.061
data/TSP/RUE/316.tsp,0.113
data/TSP/RUE/317.tsp,0.048
data/TSP/RUE/318.tsp,0.037
data/TSP/RUE/319.tsp,0.038
data/TSP/RUE/32.tsp,0.071
data/TSP/RUE/320.tsp,0.067
data/TSP/RUE/321.tsp,0.117
data/TSP/RUE/322.tsp,0.08
data/TSP/RUE/323.tsp,0.117
data/TSP/RUE/324.tsp,0.101
data/TSP/RUE/325.tsp,0.071
data/TSP/RUE/326.tsp,0.037
data/TSP/RUE/327.tsp,0.109
data/TSP/RUE/328.tsp,0.094
data/TSP/RUE/329.tsp,0.031
data/TSP/RUE/33.tsp,0.096
data/TSP/RUE/330.tsp,0.03
data/TSP/RUE/331.tsp,0.073
data/TSP/RUE/332.tsp,0.115
data/TSP/RUE/333.tsp,0.09
data/TSP/RUE/334.tsp,0.097
data/TSP/RUE/335.tsp,0.07
data/TSP/RUE/336.tsp,0.06
data/TSP/RUE/337.tsp,0.119
data/TSP/RUE/338.tsp,0.073
data/TSP/RUE/339.tsp,0.09
data/TSP/RUE/34.tsp,0.04
data/TSP/RUE/340.tsp,0.046
data/TSP/RUE/341.tsp,0.082
data/TSP/RUE/342.tsp,0.04
data/TSP/RUE/343.tsp,0.022
data/TSP/RUE/344.tsp,0.075
data/TSP/RUE/345.tsp,0.039
data/TSP/RUE/346.tsp,0.117
data/TSP/RUE/347.tsp,0.08
data/TSP/RUE/348.tsp,0.09
data/TSP/RUE/349.tsp,0.08
data/TSP/RUE/35.tsp,0.045
data/TSP/RUE/350.tsp,0.054
data/TSP/RUE/351.tsp,0.076
data/TSP/RUE/352.tsp,0.097
data/TSP/RUE/353.tsp,0.037
data/TSP/RUE/354.tsp,0.085
data/TSP/RUE/355.tsp,0.043
data/TSP/RUE/356.tsp,0.111
data/TSP/RUE/357.tsp,0.127
data/TSP/RUE/358.tsp,0.081
data/TSP/RUE/359.tsp,0.034
data/TSP/RUE/36.tsp,0.047
data/TSP/RUE/360.tsp,0.055
data/TSP/RUE/361.tsp,0.029
data/TSP/RUE/362.tsp,0.093
data/TSP/RUE/363.tsp,0.133
data/TSP/RUE/364.tsp,0.09
data/TSP/RUE/365.tsp,0.029
data/TSP/RUE/366.tsp,0.075
data/TSP/RUE/367.tsp,0.112
data/TSP/RUE/368.tsp,0.093
data/TSP/RUE/369.tsp,0.075
data/TSP/RUE/37.tsp,0.108
data/TSP/RUE/370.tsp,0.049
data/TSP/RUE/371.tsp,0.081
data/TSP/RUE/372.tsp,0.051
data/TSP/RUE/373.tsp,0.045
data/TSP/RUE/374.tsp,0.1
data/TSP/RUE/375.tsp,0.061
data/TSP/RUE/376.tsp,0.05
data/TSP/RUE/377.tsp,0.059
data/TSP/RUE/378.tsp,0.131
data/TSP/RUE/379.tsp,0.075
data/TSP/RUE/38.tsp,0.088
data/TSP/RUE/380.tsp,0.037
data/TSP/RUE/381.tsp,0.099
data/TSP/RUE/382.tsp,0.089
data/TSP/RUE/383.tsp,0.072
data/TSP/RUE/384.tsp,0.055
data/TSP/RUE/385.tsp,0.034
data/TSP/RUE/386.tsp,0.071
data/TSP/RUE/387.tsp,0.038
data/TSP/RUE/388.tsp,0.068
data/TSP/RUE/389.tsp,0.115
data/TSP/RUE/39.tsp,0.121
data/TSP/RUE/390.tsp,0.061
data/TSP/RUE/391.tsp,0.106
data/TSP/RUE/392.tsp,0.088
data/TSP/RUE/393.tsp,0.046
data/TSP/RUE/394.tsp,0.113
data/TSP/RUE/395.tsp,0.064
data/TSP/RUE/396.tsp,0.108
data/TSP/RUE/397.tsp,0.098
data/TSP/RUE/398.tsp,0.048
data/TSP/RUE/399.tsp,0.06
data/TSP/RUE/4.tsp,0.104
data/TSP/RUE/40.tsp,0.047
data/TSP/RUE/400.tsp,0.068
data/TSP/RUE/401.tsp,0.048
data/TSP/RUE/402.tsp,0.083
data/TSP/RUE/403.tsp,0.065
data/TSP/RUE/404.tsp,0.068
data/TSP/RUE/405.tsp,0.074
data/TSP/RUE/406.tsp,0.059
data/TSP/RUE/407.tsp,0.038
data/TSP/RUE/408.tsp,0.08
data/TSP/RUE/409.tsp,0.09
data/TSP/RUE/41.tsp,0.066
data/TSP/RUE/410.tsp,0.089
data/TSP/RUE/411.tsp,0.092
data/TSP/RUE/412.tsp,0.078
data/TSP/RUE/413.tsp,0.114
data/TSP/RUE/414.tsp,0.025
data/TSP/RUE/415.tsp,0.077
data/TSP/RUE/416.tsp,0.111
data/TSP/RUE/417.tsp,0.065
data/TSP/RUE/418.tsp,0.09
data/TSP/RUE/419.tsp,0.081
data/TSP/RUE/42.tsp,0.07
data/TSP/RUE/420.tsp,0.064
data/TSP/RUE/421.tsp,0.047
data/TSP/RUE/422.tsp,0.077
data/TSP/RUE/423.tsp,0.104
data/TSP/RUE/424.tsp,0.053
data/TSP/RUE/425.tsp,0.08
data/TSP/RUE/426.tsp,0.099
data/TSP/RUE/427.tsp,0.03
data/TSP/RUE/428.tsp,0.116
data/TSP/RUE/429.tsp,0.091
data/TSP/RUE/43.tsp,0.057
data/TSP/RUE/430.tsp,0.038
data/TSP/RUE/431.tsp,0.112
data/TSP/RUE/432.tsp,0.082
data/TSP/RUE/433.tsp,0.027
data/TSP/RUE/434.tsp,0.045
data/TSP/RUE/435.tsp,0.038
data/TSP/RUE/436.tsp,0.075
data/TSP/RUE/437.tsp,0.036
data/TSP/RUE/438.tsp,0.105
data/TSP/RUE/439.tsp,0.047
data/TSP/RUE/44.tsp,0.13
data/TSP/RUE/440.tsp,0.04
data/TSP/RUE/441.tsp,0.051
data/TSP/RUE/442.tsp,0.03
data/TSP/RUE/443.tsp,0.11
data/TSP/RUE/444.tsp,0.035
data/TSP/RUE/445.tsp,0.047
data/TSP/RUE/446.tsp,0.076
data/TSP/RUE/447.tsp,0.041
data/TSP/RUE/448.tsp,0.038
data/TSP/RUE/449.tsp,0.062
data/TSP/RUE/45.tsp,0.031
data/TSP/RUE/450.tsp,0.07
data/TSP/RUE/451.tsp,0.112
data/TSP/RUE/452.tsp,0.117
data/TSP/RUE/453.tsp,0.042
data/TSP/RUE/454.tsp,0.091
data/TSP/RUE/455.tsp,0.026
data/TSP/RUE/456.tsp,0.07
data/TSP/RUE/457.tsp,0.046
data/TSP/RUE/458.tsp,0.12
data/TSP/RUE/459.tsp,0.085
data/TSP/RUE/46.tsp,0.039
data/TSP/RUE/460.tsp,0.084
data/TSP/RUE/461.tsp,0.082
data/TSP/RUE/462.tsp,0.077
data/TSP/RUE/463.tsp,0.079
data/TSP/RUE/464.tsp,0.062
data/TSP/RUE/465.tsp,0.088
data/TSP/RUE/466.tsp,0.049
data/TSP/RUE/467.tsp,0.035
data/TSP/RUE/468.tsp,0.073
data/TSP/RUE/469.tsp,0.07
data/TSP/RUE/47.tsp,0.097
data/TSP/RUE/470.tsp,0.103
data/TSP/RUE/471.tsp,0.104
data/TSP/RUE/472.tsp,0.097
data/TSP/RUE/473.tsp,0.053
data/TSP/RUE/474.tsp,0.12
data/TSP/RUE/475.tsp,0.118
data/TSP/RUE/476.tsp,0.093
data/TSP/RUE/477.tsp,0.11
data/TSP/RUE/478.tsp,0.066
data/TSP/RUE/479.tsp,0.024
data/TSP/RUE/48.tsp,0.029
data/TSP/RUE/480.tsp,0.058
data/TSP/RUE/481.tsp,0.077
data/TSP/RUE/482.tsp,0.098
data/TSP/RUE/483.tsp,0.029
data/TSP/RUE/484.tsp,0.024
data/TSP/RUE/485.tsp,0.066
data/TSP/RUE/486.tsp,0.04
data/TSP/RUE/487.tsp,0.089
data/TSP/RUE/488.tsp,0.042
data/TSP/RUE/489.tsp,0.035
data/TSP/RUE/49.tsp,0.12
data/TSP/RUE/490.tsp,0.043
data/TSP/RUE/491.tsp,0.031
data/TSP/RUE/492.tsp,0.033
data/TSP/RUE/493.tsp,0.08
data/TSP/RUE/494.tsp,0.11
data/TSP/RUE/495.tsp,0.096
data/TSP/RUE/496.tsp,0.059
data/TSP/RUE/497.tsp,0.067
data/TSP/RUE/498.tsp,0.112
data/TSP/RUE/499.tsp,0.057
data/TSP/RUE/5.tsp,0.057
data/TSP/RUE/50.tsp,0.128
data/TSP/RUE/500.tsp,0.109
data/TSP/RUE/501.tsp,0.033
data/TSP/RUE/502.tsp,0.065
data/TSP/RUE/503.tsp,0.055
data/TSP/RUE/504.tsp,0.038
data/TSP/RUE/505.tsp,0.101
data/TSP/RUE/506.tsp,0.08
data/TSP/RUE/507.tsp,0.076
data/TSP/RUE/508.tsp,0.107
data/TSP/RUE/509.tsp,0.036
data/TSP/RUE/51.tsp,0.029
data/TSP/RUE/510.tsp,0.03
data/TSP/RUE/511.tsp,0.041
data/TSP/RUE/512.tsp,0.104
data/TSP/RUE/513.tsp,0.049
data/TSP/RUE/514.tsp,0.026
data/TSP/RUE/515.tsp,0.039
data/TSP/RUE/516.tsp,0.043
data/TSP/RUE/517.tsp,0.077
data/TSP/RUE/518.tsp,0.025
data/TSP/RUE/519.tsp,0.043
data/TSP/RUE/52.tsp,0.093
data/TSP/RUE/520.tsp,0.046
data/TSP/RUE/521.tsp,0.098
data/TSP/RUE/522.tsp,0.087
data/TSP/RUE/523.tsp,0.088
data/TSP/RUE/524.tsp,0.03
data/TSP/RUE/525.tsp,0.121
data/TSP/RUE/526.tsp,0.096
data/TSP/RUE/527.tsp,0.069
data/TSP/RUE/528.tsp,0.136
data/TSP/RUE/529.tsp,0.072
data/TSP/RUE/53.tsp,0.047
data/TSP/RUE/530.tsp,0.086
data/TSP/RUE/531.tsp,0.1
data/TSP/RUE/532.tsp,0.028
data/TSP/RUE/533.tsp,0.026
data/TSP/RUE/534.tsp,0.087
data/TSP/RUE/535.tsp,0.046
data/TSP/RUE/536.tsp,0.073
data/TSP/RUE/537.tsp,0.074
data/TSP/RUE/538.tsp,0.096
data/TSP/RUE/539.tsp,0.084
data/TSP/RUE/54.tsp,0.033
data/TSP/RUE/540.tsp,0.084
data/TSP/RUE/541.tsp,0.061
data/TSP/RUE/542.tsp,0.053
data/TSP/RUE/543.tsp,0.053
data/TSP/RUE/544.tsp,0.056
data/TSP/RUE/545.tsp,0.05
data/TSP/RUE/546.tsp,0.103
data/TSP/RUE/547.tsp,0.098
data/TSP/RUE/548.tsp,0.029
data/TSP/RUE/549.tsp,0.092
data/TSP/RUE/55.tsp,0.079
data/TSP/RUE/550.tsp,0.071
data/TSP/RUE/551.tsp,0.052
data/TSP/RUE/552.tsp,0.051
data/TSP/RUE/553.tsp,0.084
data/TSP/RUE/554.tsp,0.086
data/TSP/RUE/555.tsp,0.072
data/TSP/RUE/556.tsp,0.067
data/TSP/RUE/557.tsp,0.076
data/TSP/RUE/558.tsp,0.029
data/TSP/RUE/559.tsp,0.051
data/TSP/RUE/56.tsp,0.101
data/TSP/RUE/560.tsp,0.069
data/TSP/RUE/561.tsp,0.095
data/TSP/RUE/562.tsp,0.091
data/TSP/RUE/563.tsp,0.077
data/TSP/RUE/564.tsp,0.125
data/TSP/RUE/565.tsp,0.048
data/TSP/RUE/566.tsp,0.086
data/TSP/RUE/567.tsp,0.052
data/TSP/RUE/568.tsp,0.096
data/TSP/RUE/569.tsp,0.059
data/TSP/RUE/57.tsp,0.062
data/TSP/RUE/570.tsp,0.081
data/TSP/RUE/571.tsp,0.087
data/TSP/RUE/572.tsp,0.057
data/TSP/RUE/573.tsp,0.055
data/TSP/RUE/574.tsp,0.086
data/TSP/RUE/575.tsp,0.03
data/TSP/RUE/576.tsp,0.041
data/TSP/RUE/577.tsp,0.082
data/TSP/RUE/578.tsp,0.08
data/TSP/RUE/579.tsp,0.067
data/TSP/RUE/58.tsp,0.12
data/TSP/RUE/580.tsp,0.084
data/TSP/RUE/581.tsp,0.057
data/TSP/RUE/582.tsp,0.086
data/TSP/RUE/583.tsp,0.079
data/TSP/RUE/584.tsp,0.055
data/TSP/RUE/585.tsp,0.024
data/TSP/RUE/586.tsp,0.045
data/TSP/RUE/587.tsp,0.042
data/TSP/RUE/588.tsp,0.026
data/TSP/RUE/589.tsp,0.037
data/TSP/RUE/59.tsp,0.048
data/TSP/RUE/590.tsp,0.088
data/TSP/RUE/591.tsp,0.102
data/TSP/RUE/592.tsp,0.03
data/TSP/RUE/593.tsp,0.026
data/TSP/RUE/594.tsp,0.112
data/TSP/RUE/595.tsp,0.079
data/TSP/RUE/596.tsp,0.082
data/TSP/RUE/597.tsp,0.035
data/TSP/RUE/598.tsp,0.048
data/TSP/RUE/599.tsp,0.083
data/TSP/RUE/6.tsp,0.04
data/TSP/RUE/60.tsp,0.077
data/TSP/RUE/600.tsp,0.124
data/TSP/RUE/601.tsp,0.113
data/TSP/RUE/602.tsp,0.086
data/TSP/RUE/603.tsp,0.064
data/TSP/RUE/604.tsp,0.046
data/TSP/RUE/605.tsp,0.039
data/TSP/RUE/606.tsp,0.031
data/TSP/RUE/607.tsp,0.12
data/TSP/RUE/608.tsp,0.081
data/TSP/RUE/609.tsp,0.104
data/TSP/RUE/61.tsp,0.091
data/TSP/RUE/610.tsp,0.035
data/TSP/RUE/611.tsp,0.072
data/TSP/RUE/612.tsp,0.08
data/TSP/RUE/613.tsp,0.085
data/TSP/RUE/614.tsp,0.097
data/TSP/RUE/615.tsp,0.058
data/TSP/RUE/616.tsp,0.075
data/TSP/RUE/617.tsp,0.088
data/TSP/RUE/618.tsp,0.1
data/TSP/RUE/619.tsp,0.032
data/TSP/RUE/62.tsp,0.093
data/TSP/RUE/620.tsp,0.051
data/TSP/RUE/621.tsp,0.03
data/TSP/RUE/622.tsp,0.052
data/TSP/RUE/623.tsp,0.028
data/TSP/RUE/624.tsp,0.032
data/TSP/RUE/625.tsp,0.11
data/TSP/RUE/626.tsp,0.065
data/TSP/RUE/627.tsp,0.07
data/TSP/RUE/628.tsp,0.104
data/TSP/RUE/629.tsp,0.099
data/TSP/RUE/63.tsp,0.028
data/TSP/RUE/630.tsp,0.048
data/TSP/RUE/631.tsp,0.035
data/TSP/RUE/632.tsp,0.031
data/TSP/RUE/633.tsp,0.049
data/TSP/RUE/634.tsp,0.073
data/TSP/RUE/635.tsp,0.05
data/TSP/RUE/636.tsp,0.061
data/TSP/RUE/637.tsp,0.035
data/TSP/RUE/638.tsp,0.047
data/TSP/RUE/639.tsp,0.055
data/TSP/RUE/64.tsp,0.039
data/TSP/RUE/640.tsp,0.099
data/TSP/RUE/641.tsp,0.031
data/TSP/RUE/642.tsp,0.089
data/TSP/RUE/643.tsp,0.096
data/TSP/RUE/644.tsp,0.115
data/TSP/RUE/645.tsp,0.062
data/TSP/RUE/646.tsp,0.039
data/TSP/RUE/647.tsp,0.115
data/TSP/RUE/648.tsp,0.072
data/TSP/RUE/649.tsp,0.133
data/TSP/RUE/65.tsp,0.118
data/TSP/RUE/650.tsp,0.066
data/TSP/RUE/651.tsp,0.095
data/TSP/RUE/652.tsp,0.113
data/TSP/RUE/653.tsp,0.089
data/TSP/RUE/654.tsp,0.088
data/TSP/RUE/655.tsp,0.056
data/TSP/RUE/656.tsp,0.037
data/TSP/RUE/657.tsp,0.111
data/TSP/RUE/658.tsp,0.047
data/TSP/RUE/659.tsp,0.029
data/TSP/RUE/66.tsp,0.053
data/TSP/RUE/660.tsp,0.039
data/TSP/RUE/661.tsp,0.145
data/TSP/RUE/662.tsp,0.032
data/TSP/RUE/663.tsp,0.119
data/TSP/RUE/664.tsp,0.05
data/TSP/RUE/665.tsp,0.105
data/TSP/RUE/666.tsp,0.096
data/TSP/RUE/667.tsp,0.074
data/TSP/RUE/668.tsp,0.097
data/TSP/RUE/669.tsp,0.065
data/TSP/RUE/67.tsp,0.113
data/TSP/RUE/670.tsp,0.102
data/TSP/RUE/671.tsp,0.075
data/TSP/RUE/672.tsp,0.108
data/TSP/RUE/673.tsp,0.107
data/TSP/RUE/674.tsp,0.137
data/TSP/RUE/675.tsp,0.061
data/TSP/RUE/676.tsp,0.054
data/TSP/RUE/677.tsp,0.121
data/TSP/RUE/678.tsp,0.104
data/TSP/RUE/679.tsp,0.047
data/TSP/RUE/68.tsp,0.03
data/TSP/RUE/680.tsp,0.102
data/TSP/RUE/681.tsp,0.038
data/TSP/RUE/682.tsp,0.108
data/TSP/RUE/683.tsp,0.119
data/TSP/RUE/684.tsp,0.132
data/TSP/RUE/685.tsp,0.073
data/TSP/RUE/686.tsp,0.04
data/TSP/RUE/687.tsp,0.057
data/TSP/RUE/688.tsp,0.033
data/TSP/RUE/689.tsp,0.043
data/TSP/RUE/69.tsp,0.03
data/TSP/RUE/690.tsp,0.064
data/TSP/RUE/691.tsp,0.119
data/TSP/RUE/692.tsp,0.079
data/TSP/RUE/693.tsp,0.035
data/TSP/RUE/694.tsp,0.115
data/TSP/RUE/695.tsp,0.038
data/TSP/RUE/696.tsp,0.067
data/TSP/RUE/697.tsp,0.042
data/TSP/RUE/698.tsp,0.117
data/TSP/RUE/699.tsp,0.088
data/TSP/RUE/7.tsp,0.027
data/TSP/RUE/70.tsp,0.095
data/TSP/RUE/700.tsp,0.031
data/TSP/RUE/701.tsp,0.055
data/TSP/RUE/702.tsp,0.073
data/TSP/RUE/703.tsp,0.079
data/TSP/RUE/704.tsp,0.109
data/TSP/RUE/705.tsp,0.039
data/TSP/RUE/706.tsp,0.055
data/TSP/RUE/707.tsp,0.072
data/TSP/RUE/708.tsp,0.041
data/TSP/RUE/709.tsp,0.104
data/TSP/RUE/71.tsp,0.071
data/TSP/RUE/710.tsp,0.116
data/TSP/RUE/711.tsp,0.07
data/TSP/RUE/712.tsp,0.121
data/TSP/RUE/713.tsp,0.054
data/TSP/RUE/714.tsp,0.078
data/TSP/RUE/715.tsp,0.042
data/TSP/RUE/716.tsp,0.093
data/TSP/RUE/717.tsp,0.091
data/TSP/RUE/718.tsp,0.108
data/TSP/RUE/719.tsp,0.064
data/TSP/RUE/72.tsp,0.077
data/TSP/RUE/720.tsp,0.074
data/TSP/RUE/721.tsp,0.04
data/TSP/RUE/722.tsp,0.066
data/TSP/RUE/723.tsp,0.08
data/TSP/RUE/724.tsp,0.029
data/TSP/RUE/725.tsp,0.061
data/TSP/RUE/726.tsp,0.029
data/TSP/RUE/727.tsp,0.027
