name,Phiera_time
data/TSP/explosion/728.tsp,0.048
data/TSP/explosion/729.tsp,0.047
data/TSP/explosion/73.tsp,0.038
data/TSP/explosion/730.tsp,0.058
data/TSP/explosion/731.tsp,0.031
data/TSP/explosion/732.tsp,0.037
data/TSP/explosion/733.tsp,0.107
data/TSP/explosion/734.tsp,0.024
data/TSP/explosion/735.tsp,0.038
data/TSP/explosion/736.tsp,0.088
data/TSP/explosion/737.tsp,0.106
data/TSP/explosion/738.tsp,0.027
data/TSP/explosion/739.tsp,0.105
data/TSP/explosion/74.tsp,0.036
data/TSP/explosion/740.tsp,0.087
data/TSP/explosion/741.tsp,0.072
data/TSP/explosion/742.tsp,0.08
data/TSP/explosion/743.tsp,0.097
data/TSP/explosion/744.tsp,0.085
data/TSP/explosion/745.tsp,0.075
data/TSP/explosion/746.tsp,0.06
data/TSP/explosion/747.tsp,0.051
data/TSP/explosion/748.tsp,0.062
data/TSP/explosion/749.tsp,0.035
data/TSP/explosion/75.tsp,0.071
data/TSP/explosion/750.tsp,0.062
data/TSP/explosion/751.tsp,0.079
data/TSP/explosion/752.tsp,0.054
data/TSP/explosion/753.tsp,0.04
data/TSP/explosion/754.tsp,0.062
data/TSP/explosion/755.tsp,0.068
data/TSP/explosion/756.tsp,0.06
data/TSP/explosion/757.tsp,0.029
data/TSP/explosion/758.tsp,0.049
data/TSP/explosion/759.tsp,0.08
data/TSP/explosion/76.tsp,0.092
data/TSP/explosion/760.tsp,0.084
data/TSP/explosion/761.tsp,0.084
data/TSP/explosion/762.tsp,0.049
data/TSP/explosion/763.tsp,0.074
data/TSP/explosion/764.tsp,0.071
data/TSP/explosion/765.tsp,0.109
data/TSP/explosion/766.tsp,0.09
data/TSP/explosion/767.tsp,0.049
data/TSP/explosion/768.tsp,0.082
data/TSP/explosion/769.tsp,0.042
data/TSP/explosion/77.tsp,0.087
data/TSP/explosion/770.tsp,0.092
data/TSP/explosion/771.tsp,0.07
data/TSP/explosion/772.tsp,0.081
data/TSP/explosion/773.tsp,0.058
data/TSP/explosion/774.tsp,0.098
data/TSP/explosion/775.tsp,0.103
data/TSP/explosion/776.tsp,0.121
data/TSP/explosion/777.tsp,0.116
data/TSP/explosion/778.tsp,0.037
data/TSP/explosion/779.tsp,0.04
data/TSP/explosion/78.tsp,0.081
data/TSP/explosion/780.tsp,0.044
data/TSP/explosion/781.tsp,0.115
data/TSP/explosion/782.tsp,0.081
data/TSP/explosion/783.tsp,0.03
data/TSP/explosion/784.tsp,0.026
data/TSP/explosion/785.tsp,0.085
data/TSP/explosion/786.tsp,0.119
data/TSP/explosion/787.tsp,0.112
data/TSP/explosion/788.tsp,0.088
data/TSP/explosion/789.tsp,0.059
data/TSP/explosion/79.tsp,0.062
data/TSP/explosion/790.tsp,0.079
data/TSP/explosion/791.tsp,0.037
data/TSP/explosion/792.tsp,0.024
data/TSP/explosion/793.tsp,0.111
data/TSP/explosion/794.tsp,0.107
data/TSP/explosion/795.tsp,0.1
data/TSP/explosion/796.tsp,0.07
data/TSP/explosion/797.tsp,0.054
data/TSP/explosion/798.tsp,0.11
data/TSP/explosion/799.tsp,0.059
data/TSP/explosion/8.tsp,0.085
data/TSP/explosion/80.tsp,0.047
data/TSP/explosion/800.tsp,0.031
data/TSP/explosion/801.tsp,0.047
data/TSP/explosion/802.tsp,0.101
data/TSP/explosion/803.tsp,0.036
data/TSP/explosion/804.tsp,0.088
data/TSP/explosion/805.tsp,0.068
data/TSP/explosion/806.tsp,0.082
data/TSP/explosion/807.tsp,0.05
data/TSP/explosion/808.tsp,0.057
data/TSP/explosion/809.tsp,0.055
data/TSP/explosion/81.tsp,0.083
data/TSP/explosion/810.tsp,0.064
data/TSP/explosion/811.tsp,0.131
data/TSP/explosion/812.tsp,0.059
data/TSP/explosion/813.tsp,0.081
data/TSP/explosion/814.tsp,0.026
data/TSP/explosion/815.tsp,0.098
data/TSP/explosion/816.tsp,0.041
data/TSP/explosion/817.tsp,0.09
data/TSP/explosion/818.tsp,0.031
data/TSP/explosion/819.tsp,0.031
data/TSP/explosion/82.tsp,0.066
data/TSP/explosion/820.tsp,0.06
data/TSP/explosion/821.tsp,0.086
data/TSP/explosion/822.tsp,0.029
data/TSP/explosion/823.tsp,0.111
data/TSP/explosion/824.tsp,0.106
data/TSP/explosion/825.tsp,0.077
data/TSP/explosion/826.tsp,0.101
data/TSP/explosion/827.tsp,0.096
data/TSP/explosion/828.tsp,0.031
data/TSP/explosion/829.tsp,0.094
data/TSP/explosion/83.tsp,0.064
data/TSP/explosion/830.tsp,0.067
data/TSP/explosion/831.tsp,0.048
data/TSP/explosion/832.tsp,0.059
data/TSP/explosion/833.tsp,0.044
data/TSP/explosion/834.tsp,0.052
data/TSP/explosion/835.tsp,0.064
data/TSP/explosion/836.tsp,0.052
data/TSP/explosion/837.tsp,0.11
data/TSP/explosion/838.tsp,0.035
data/TSP/explosion/839.tsp,0.057
data/TSP/explosion/84.tsp,0.049
data/TSP/explosion/840.tsp,0.051
data/TSP/explosion/841.tsp,0.031
data/TSP/explosion/842.tsp,0.083
data/TSP/explosion/843.tsp,0.03
data/TSP/explosion/844.tsp,0.108
data/TSP/explosion/845.tsp,0.051
data/TSP/explosion/846.tsp,0.089
data/TSP/explosion/847.tsp,0.085
data/TSP/explosion/848.tsp,0.047
data/TSP/explosion/849.tsp,0.039
data/TSP/explosion/85.tsp,0.03
data/TSP/explosion/850.tsp,0.043
data/TSP/explosion/851.tsp,0.032
data/TSP/explosion/852.tsp,0.1
data/TSP/explosion/853.tsp,0.056
data/TSP/explosion/854.tsp,0.112
data/TSP/explosion/855.tsp,0.086
data/TSP/explosion/856.tsp,0.055
data/TSP/explosion/857.tsp,0.083
data/TSP/explosion/858.tsp,0.098
data/TSP/explosion/859.tsp,0.09
data/TSP/explosion/86.tsp,0.03
data/TSP/explosion/860.tsp,0.03
data/TSP/explosion/861.tsp,0.038
data/TSP/explosion/862.tsp,0.064
data/TSP/explosion/863.tsp,0.043
data/TSP/explosion/864.tsp,0.04
data/TSP/explosion/865.tsp,0.092
data/TSP/explosion/866.tsp,0.061
data/TSP/explosion/867.tsp,0.047
data/TSP/explosion/868.tsp,0.103
data/TSP/explosion/869.tsp,0.088
data/TSP/explosion/87.tsp,0.086
data/TSP/explosion/870.tsp,0.076
data/TSP/explosion/871.tsp,0.077
data/TSP/explosion/872.tsp,0.034
data/TSP/explosion/873.tsp,0.121
data/TSP/explosion/874.tsp,0.07
data/TSP/explosion/875.tsp,0.041
data/TSP/explosion/876.tsp,0.076
data/TSP/explosion/877.tsp,0.119
data/TSP/explosion/878.tsp,0.085
data/TSP/explosion/879.tsp,0.078
data/TSP/explosion/88.tsp,0.067
data/TSP/explosion/880.tsp,0.049
data/TSP/explosion/881.tsp,0.031
data/TSP/explosion/882.tsp,0.094
data/TSP/explosion/883.tsp,0.029
data/TSP/explosion/884.tsp,0.043
data/TSP/explosion/885.tsp,0.085
data/TSP/explosion/886.tsp,0.034
data/TSP/explosion/887.tsp,0.04
data/TSP/explosion/888.tsp,0.077
data/TSP/explosion/889.tsp,0.128
data/TSP/explosion/89.tsp,0.05
data/TSP/explosion/890.tsp,0.066
data/TSP/explosion/891.tsp,0.055
data/TSP/explosion/892.tsp,0.052
data/TSP/explosion/893.tsp,0.051
data/TSP/explosion/894.tsp,0.101
data/TSP/explosion/895.tsp,0.116
data/TSP/explosion/896.tsp,0.102
data/TSP/explosion/897.tsp,0.062
data/TSP/explosion/898.tsp,0.113
data/TSP/explosion/899.tsp,0.034
data/TSP/explosion/9.tsp,0.058
data/TSP/explosion/90.tsp,0.075
data/TSP/explosion/900.tsp,0.063
data/TSP/explosion/901.tsp,0.036
data/TSP/explosion/902.tsp,0.038
data/TSP/explosion/903.tsp,0.036
data/TSP/explosion/904.tsp,0.069
data/TSP/explosion/905.tsp,0.081
data/TSP/explosion/906.tsp,0.122
data/TSP/explosion/907.tsp,0.063
data/TSP/explosion/908.tsp,0.064
data/TSP/explosion/909.tsp,0.056
data/TSP/explosion/91.tsp,0.077
data/TSP/explosion/910.tsp,0.073
data/TSP/explosion/911.tsp,0.038
data/TSP/explosion/912.tsp,0.066
data/TSP/explosion/913.tsp,0.094
data/TSP/explosion/914.tsp,0.051
data/TSP/explosion/915.tsp,0.067
data/TSP/explosion/916.tsp,0.118
data/TSP/explosion/917.tsp,0.075
data/TSP/explosion/918.tsp,0.039
data/TSP/explosion/919.tsp,0.075
data/TSP/explosion/92.tsp,0.093
data/TSP/explosion/920.tsp,0.079
data/TSP/explosion/921.tsp,0.031
data/TSP/explosion/922.tsp,0.102
data/TSP/explosion/923.tsp,0.045
data/TSP/explosion/924.tsp,0.063
data/TSP/explosion/925.tsp,0.085
data/TSP/explosion/926.tsp,0.025
data/TSP/explosion/927.tsp,0.071
data/TSP/explosion/928.tsp,0.101
data/TSP/explosion/929.tsp,0.097
data/TSP/explosion/93.tsp,0.05
data/TSP/explosion/930.tsp,0.044
data/TSP/explosion/931.tsp,0.098
data/TSP/explosion/932.tsp,0.063
data/TSP/explosion/933.tsp,0.103
data/TSP/explosion/934.tsp,0.096
data/TSP/explosion/935.tsp,0.11
data/TSP/explosion/936.tsp,0.037
data/TSP/explosion/937.tsp,0.035
data/TSP/explosion/938.tsp,0.041
data/TSP/explosion/939.tsp,0.041
data/TSP/explosion/94.tsp,0.042
data/TSP/explosion/940.tsp,0.037
data/TSP/explosion/941.tsp,0.109
data/TSP/explosion/942.tsp,0.091
data/TSP/explosion/943.tsp,0.074
data/TSP/explosion/944.tsp,0.102
data/TSP/explosion/945.tsp,0.085
data/TSP/explosion/946.tsp,0.075
data/TSP/explosion/947.tsp,0.071
data/TSP/explosion/948.tsp,0.05
data/TSP/explosion/949.tsp,0.053
data/TSP/explosion/95.tsp,0.071
data/TSP/explosion/950.tsp,0.028
data/TSP/explosion/951.tsp,0.029
data/TSP/explosion/952.tsp,0.084
data/TSP/explosion/953.tsp,0.086
data/TSP/explosion/954.tsp,0.023
data/TSP/explosion/955.tsp,0.03
data/TSP/explosion/956.tsp,0.076
data/TSP/explosion/957.tsp,0.056
data/TSP/explosion/958.tsp,0.099
data/TSP/explosion/959.tsp,0.07
data/TSP/explosion/96.tsp,0.1
data/TSP/explosion/960.tsp,0.087
data/TSP/explosion/961.tsp,0.044
data/TSP/explosion/962.tsp,0.104
data/TSP/explosion/963.tsp,0.06
data/TSP/explosion/964.tsp,0.085
data/TSP/explosion/965.tsp,0.056
data/TSP/explosion/966.tsp,0.058
data/TSP/explosion/967.tsp,0.026
data/TSP/explosion/968.tsp,0.03
data/TSP/explosion/969.tsp,0.053
data/TSP/explosion/97.tsp,0.03
data/TSP/explosion/970.tsp,0.036
data/TSP/explosion/971.tsp,0.109
data/TSP/explosion/972.tsp,0.049
data/TSP/explosion/973.tsp,0.056
data/TSP/explosion/974.tsp,0.066
data/TSP/explosion/975.tsp,0.031
data/TSP/explosion/976.tsp,0.057
data/TSP/explosion/977.tsp,0.057
data/TSP/explosion/978.tsp,0.125
data/TSP/explosion/979.tsp,0.073
data/TSP/explosion/98.tsp,0.036
data/TSP/explosion/980.tsp,0.106
data/TSP/explosion/981.tsp,0.06
data/TSP/explosion/982.tsp,0.029
data/TSP/explosion/983.tsp,0.115
data/TSP/explosion/984.tsp,0.057
data/TSP/explosion/985.tsp,0.115
data/TSP/explosion/986.tsp,0.071
data/TSP/explosion/987.tsp,0.113
data/TSP/explosion/988.tsp,0.048
data/TSP/explosion/989.tsp,0.087
data/TSP/explosion/99.tsp,0.082
data/TSP/explosion/990.tsp,0.116
data/TSP/explosion/991.tsp,0.064
data/TSP/explosion/992.tsp,0.1
data/TSP/explosion/993.tsp,0.097
data/TSP/explosion/994.tsp,0.035
data/TSP/explosion/995.tsp,0.132
data/TSP/explosion/996.tsp,0.052
data/TSP/explosion/997.tsp,0.037
data/TSP/explosion/998.tsp,0.091
data/TSP/explosion/999.tsp,0.042
data/TSP/expansion/1.tsp,0.039
data/TSP/expansion/10.tsp,0.076
data/TSP/expansion/100.tsp,0.039
data/TSP/expansion/1000.tsp,0.124
data/TSP/expansion/101.tsp,0.048
data/TSP/expansion/102.tsp,0.108
data/TSP/expansion/103.tsp,0.113
data/TSP/expansion/104.tsp,0.092
data/TSP/expansion/105.tsp,0.106
data/TSP/expansion/106.tsp,0.031
data/TSP/expansion/107.tsp,0.04
data/TSP/expansion/108.tsp,0.091
data/TSP/expansion/109.tsp,0.052
data/TSP/expansion/11.tsp,0.093
data/TSP/expansion/110.tsp,0.045
data/TSP/expansion/111.tsp,0.104
data/TSP/expansion/112.tsp,0.053
data/TSP/expansion/113.tsp,0.067
data/TSP/expansion/114.tsp,0.111
data/TSP/expansion/115.tsp,0.069
data/TSP/expansion/116.tsp,0.094
data/TSP/expansion/117.tsp,0.085
data/TSP/expansion/118.tsp,0.117
data/TSP/expansion/119.tsp,0.055
data/TSP/expansion/12.tsp,0.037
data/TSP/expansion/120.tsp,0.029
data/TSP/expansion/121.tsp,0.084
data/TSP/expansion/122.tsp,0.044
data/TSP/expansion/123.tsp,0.107
data/TSP/expansion/124.tsp,0.111
data/TSP/expansion/125.tsp,0.111
data/TSP/expansion/126.tsp,0.04
data/TSP/expansion/127.tsp,0.072
data/TSP/expansion/128.tsp,0.061
data/TSP/expansion/129.tsp,0.077
data/TSP/expansion/13.tsp,0.083
data/TSP/expansion/130.tsp,0.103
data/TSP/expansion/131.tsp,0.058
data/TSP/expansion/132.tsp,0.045
data/TSP/expansion/133.tsp,0.069
data/TSP/expansion/134.tsp,0.043
data/TSP/expansion/135.tsp,0.123
data/TSP/expansion/136.tsp,0.077
data/TSP/expansion/137.tsp,0.106
data/TSP/expansion/138.tsp,0.068
data/TSP/expansion/139.tsp,0.096
data/TSP/expansion/14.tsp,0.036
data/TSP/expansion/140.tsp,0.11
data/TSP/expansion/141.tsp,0.08
data/TSP/expansion/142.tsp,0.095
data/TSP/expansion/143.tsp,0.038
data/TSP/expansion/144.tsp,0.09
data/TSP/expansion/145.tsp,0.042
data/TSP/expansion/146.tsp,0.075
data/TSP/expansion/147.tsp,0.074
data/TSP/expansion/148.tsp,0.1
data/TSP/expansion/149.tsp,0.045
data/TSP/expansion/15.tsp,0.089
data/TSP/expansion/150.tsp,0.094
data/TSP/expansion/151.tsp,0.032
data/TSP/expansion/152.tsp,0.074
data/TSP/expansion/153.tsp,0.074
data/TSP/expansion/154.tsp,0.078
data/TSP/expansion/155.tsp,0.047
data/TSP/expansion/156.tsp,0.075
data/TSP/expansion/157.tsp,0.08
data/TSP/expansion/158.tsp,0.058
data/TSP/expansion/159.tsp,0.042
data/TSP/expansion/16.tsp,0.085
data/TSP/expansion/160.tsp,0.029
data/TSP/expansion/161.tsp,0.063
data/TSP/expansion/162.tsp,0.08
data/TSP/expansion/163.tsp,0.034
data/TSP/expansion/164.tsp,0.072
data/TSP/expansion/165.tsp,0.031
data/TSP/expansion/166.tsp,0.059
data/TSP/expansion/167.tsp,0.04
data/TSP/expansion/168.tsp,0.03
data/TSP/expansion/169.tsp,0.04
data/TSP/expansion/17.tsp,0.043
data/TSP/expansion/170.tsp,0.032
data/TSP/expansion/171.tsp,0.043
data/TSP/expansion/172.tsp,0.069
data/TSP/expansion/173.tsp,0.07
data/TSP/expansion/174.tsp,0.092
data/TSP/expansion/175.tsp,0.04
data/TSP/expansion/176.tsp,0.037
data/TSP/expansion/177.tsp,0.108
data/TSP/expansion/178.tsp,0.039
data/TSP/expansion/179.tsp,0.024
data/TSP/expansion/18.tsp,0.115
data/TSP/expansion/180.tsp,0.052
data/TSP/expansion/181.tsp,0.038
data/TSP/expansion/182.tsp,0.05
data/TSP/expansion/183.tsp,0.036
data/TSP/expansion/184.tsp,0.069
data/TSP/expansion/185.tsp,0.031
data/TSP/expansion/186.tsp,0.037
data/TSP/expansion/187.tsp,0.057
data/TSP/expansion/188.tsp,0.047
data/TSP/expansion/189.tsp,0.106
data/TSP/expansion/19.tsp,0.087
data/TSP/expansion/190.tsp,0.085
data/TSP/expansion/191.tsp,0.074
data/TSP/expansion/192.tsp,0.11
data/TSP/expansion/193.tsp,0.055
data/TSP/expansion/194.tsp,0.099
data/TSP/expansion/195.tsp,0.081
data/TSP/expansion/196.tsp,0.109
data/TSP/expansion/197.tsp,0.05
data/TSP/expansion/198.tsp,0.031
data/TSP/expansion/199.tsp,0.1
data/TSP/expansion/2.tsp,0.056
data/TSP/expansion/20.tsp,0.109
data/TSP/expansion/200.tsp,0.151
data/TSP/expansion/201.tsp,0.032
data/TSP/expansion/202.tsp,0.137
data/TSP/expansion/203.tsp,0.112
data/TSP/expansion/204.tsp,0.105
data/TSP/expansion/205.tsp,0.143
data/TSP/expansion/206.tsp,0.092
data/TSP/expansion/207.tsp,0.086
data/TSP/expansion/208.tsp,0.028
data/TSP/expansion/209.tsp,0.05
data/TSP/expansion/21.tsp,0.039
data/TSP/expansion/210.tsp,0.105
data/TSP/expansion/211.tsp,0.111
data/TSP/expansion/212.tsp,0.086
data/TSP/expansion/213.tsp,0.065
data/TSP/expansion/214.tsp,0.102
data/TSP/expansion/215.tsp,0.059
data/TSP/expansion/216.tsp,0.029
data/TSP/expansion/217.tsp,0.093
data/TSP/expansion/218.tsp,0.09
data/TSP/expansion/219.tsp,0.035
data/TSP/expansion/22.tsp,0.09
data/TSP/expansion/220.tsp,0.047
data/TSP/expansion/221.tsp,0.107
data/TSP/expansion/222.tsp,0.084
data/TSP/expansion/223.tsp,0.106
data/TSP/expansion/224.tsp,0.049
data/TSP/expansion/225.tsp,0.107
data/TSP/expansion/226.tsp,0.078
data/TSP/expansion/227.tsp,0.092
data/TSP/expansion/228.tsp,0.053
data/TSP/expansion/229.tsp,0.064
data/TSP/expansion/23.tsp,0.026
data/TSP/expansion/230.tsp,0.072
data/TSP/expansion/231.tsp,0.057
data/TSP/expansion/232.tsp,0.025
data/TSP/expansion/233.tsp,0.061
data/TSP/expansion/234.tsp,0.075
data/TSP/expansion/235.tsp,0.053
data/TSP/expansion/236.tsp,0.118
data/TSP/expansion/237.tsp,0.082
data/TSP/expansion/238.tsp,0.093
data/TSP/expansion/239.tsp,0.122
data/TSP/expansion/24.tsp,0.111
data/TSP/expansion/240.tsp,0.102
data/TSP/expansion/241.tsp,0.033
data/TSP/expansion/242.tsp,0.08
data/TSP/expansion/243.tsp,0.058
data/TSP/expansion/244.tsp,0.031
data/TSP/expansion/245.tsp,0.079
data/TSP/expansion/246.tsp,0.029
data/TSP/expansion/247.tsp,0.04
data/TSP/expansion/248.tsp,0.024
data/TSP/expansion/249.tsp,0.036
data/TSP/expansion/25.tsp,0.048
data/TSP/expansion/250.tsp,0.052
data/TSP/expansion/251.tsp,0.077
data/TSP/expansion/252.tsp,0.044
data/TSP/expansion/253.tsp,0.115
data/TSP/expansion/254.tsp,0.09
data/TSP/expansion/255.tsp,0.072
data/TSP/expansion/256.tsp,0.176
data/TSP/expansion/257.tsp,0.095
data/TSP/expansion/258.tsp,0.044
data/TSP/expansion/259.tsp,0.08
data/TSP/expansion/26.tsp,0.104
data/TSP/expansion/260.tsp,0.06
data/TSP/expansion/261.tsp,0.083
data/TSP/expansion/262.tsp,0.153
data/TSP/expansion/263.tsp,0.157
data/TSP/expansion/264.tsp,0.076
data/TSP/expansion/265.tsp,0.067
data/TSP/expansion/266.tsp,0.2
data/TSP/expansion/267.tsp,0.047
data/TSP/expansion/268.tsp,0.072
data/TSP/expansion/269.tsp,0.046
data/TSP/expansion/27.tsp,0.041
data/TSP/expansion/270.tsp,0.055
data/TSP/expansion/271.tsp,0.093
data/TSP/expansion/272.tsp,0.104
data/TSP/expansion/273.tsp,0.088
data/TSP/expansion/274.tsp,0.111
data/TSP/expansion/275.tsp,0.044
data/TSP/expansion/276.tsp,0.055
data/TSP/expansion/277.tsp,0.042
data/TSP/expansion/278.tsp,0.117
data/TSP/expansion/279.tsp,0.092
data/TSP/expansion/28.tsp,0.093
data/TSP/expansion/280.tsp,0.09
data/TSP/expansion/281.tsp,0.066
data/TSP/expansion/282.tsp,0.031
data/TSP/expansion/283.tsp,0.053
data/TSP/expansion/284.tsp,0.042
data/TSP/expansion/285.tsp,0.046
data/TSP/expansion/286.tsp,0.042
data/TSP/expansion/287.tsp,0.031
data/TSP/expansion/288.tsp,0.067
data/TSP/expansion/289.tsp,0.12
data/TSP/expansion/29.tsp,0.092
data/TSP/expansion/290.tsp,0.055
data/TSP/expansion/291.tsp,0.046
data/TSP/expansion/292.tsp,0.061
data/TSP/expansion/293.tsp,0.151
data/TSP/expansion/294.tsp,0.059
data/TSP/expansion/295.tsp,0.111
data/TSP/expansion/296.tsp,0.052
data/TSP/expansion/297.tsp,0.048
data/TSP/expansion/298.tsp,0.032
data/TSP/expansion/299.tsp,0.112
data/TSP/expansion/3.tsp,0.046
data/TSP/expansion/30.tsp,0.086
data/TSP/expansion/300.tsp,0.027
data/TSP/expansion/301.tsp,0.043
data/TSP/expansion/302.tsp,0.08
data/TSP/expansion/303.tsp,0.105
data/TSP/expansion/304.tsp,0.041
data/TSP/expansion/305.tsp,0.056
data/TSP/expansion/306.tsp,0.061
data/TSP/expansion/307.tsp,0.105
data/TSP/expansion/308.tsp,0.024
data/TSP/expansion/309.tsp,0.08
data/TSP/expansion/31.tsp,0.034
data/TSP/expansion/310.tsp,0.029
data/TSP/expansion/311.tsp,0.059
data/TSP/expansion/312.tsp,0.033
data/TSP/expansion/313.tsp,0.039
data/TSP/expansion/314.tsp,0.063
data/TSP/expansion/315.tsp,0.115
data/TSP/expansion/316.tsp,0.048
data/TSP/expansion/317.tsp,0.094
data/TSP/expansion/318.tsp,0.05
data/TSP/expansion/319.tsp,0.039
data/TSP/expansion/32.tsp,0.06
data/TSP/expansion/320.tsp,0.109
data/TSP/expansion/321.tsp,0.094
data/TSP/expansion/322.tsp,0.043
data/TSP/expansion/323.tsp,0.139
data/TSP/expansion/324.tsp,0.042
data/TSP/expansion/325.tsp,0.108
data/TSP/expansion/326.tsp,0.145
data/TSP/expansion/327.tsp,0.067
data/TSP/expansion/328.tsp,0.1
data/TSP/expansion/329.tsp,0.056
data/TSP/expansion/33.tsp,0.068
data/TSP/expansion/330.tsp,0.061
data/TSP/expansion/331.tsp,0.092
data/TSP/expansion/332.tsp,0.141
data/TSP/expansion/333.tsp,0.06
data/TSP/expansion/334.tsp,0.069
data/TSP/expansion/335.tsp,0.134
data/TSP/expansion/336.tsp,0.08
data/TSP/expansion/337.tsp,0.095
data/TSP/expansion/338.tsp,0.074
data/TSP/expansion/339.tsp,0.041
data/TSP/expansion/34.tsp,0.119
data/TSP/expansion/340.tsp,0.031
data/TSP/expansion/341.tsp,0.079
data/TSP/expansion/342.tsp,0.092
data/TSP/expansion/343.tsp,0.147
data/TSP/expansion/344.tsp,0.072
data/TSP/expansion/345.tsp,0.096
data/TSP/expansion/346.tsp,0.083
data/TSP/expansion/347.tsp,0.053
data/TSP/expansion/348.tsp,0.079
data/TSP/expansion/349.tsp,0.097
data/TSP/expansion/35.tsp,0.135
data/TSP/expansion/350.tsp,0.072
data/TSP/expansion/351.tsp,0.098
data/TSP/expansion/352.tsp,0.032
data/TSP/expansion/353.tsp,0.046
data/TSP/expansion/354.tsp,0.084
data/TSP/expansion/355.tsp,0.047
data/TSP/expansion/356.tsp,0.081
data/TSP/expansion/357.tsp,0.075
data/TSP/expansion/358.tsp,0.131
data/TSP/expansion/359.tsp,0.047
data/TSP/expansion/36.tsp,0.117
data/TSP/expansion/360.tsp,0.068
data/TSP/expansion/361.tsp,0.051
data/TSP/expansion/362.tsp,0.102
data/TSP/expansion/363.tsp,0.082
data/TSP/expansion/364.tsp,0.058
data/TSP/expansion/365.tsp,0.03
data/TSP/expansion/366.tsp,0.034
data/TSP/expansion/367.tsp,0.038
data/TSP/expansion/368.tsp,0.089
data/TSP/expansion/369.tsp,0.038
data/TSP/expansion/37.tsp,0.048
data/TSP/expansion/370.tsp,0.106
data/TSP/expansion/371.tsp,0.074
data/TSP/expansion/372.tsp,0.086
data/TSP/expansion/373.tsp,0.071
data/TSP/expansion/374.tsp,0.072
data/TSP/expansion/375.tsp,0.08
data/TSP/expansion/376.tsp,0.069
data/TSP/expansion/377.tsp,0.093
data/TSP/expansion/378.tsp,0.078
data/TSP/expansion/379.tsp,0.133
data/TSP/expansion/38.tsp,0.025
data/TSP/expansion/380.tsp,0.055
data/TSP/expansion/381.tsp,0.048
data/TSP/expansion/382.tsp,0.116
data/TSP/expansion/383.tsp,0.048
data/TSP/expansion/384.tsp,0.05
data/TSP/expansion/385.tsp,0.096
data/TSP/expansion/386.tsp,0.092
data/TSP/expansion/387.tsp,0.036
data/TSP/expansion/388.tsp,0.08
data/TSP/expansion/389.tsp,0.042
data/TSP/expansion/39.tsp,0.082
data/TSP/expansion/390.tsp,0.042
data/TSP/expansion/391.tsp,0.151
data/TSP/expansion/392.tsp,0.051
data/TSP/expansion/393.tsp,0.066
data/TSP/expansion/394.tsp,0.039
data/TSP/expansion/395.tsp,0.081
data/TSP/expansion/396.tsp,0.068
data/TSP/expansion/397.tsp,0.044
data/TSP/expansion/398.tsp,0.088
data/TSP/expansion/399.tsp,0.067
data/TSP/expansion/4.tsp,0.062
data/TSP/expansion/40.tsp,0.057
data/TSP/expansion/400.tsp,0.096
data/TSP/expansion/401.tsp,0.05
data/TSP/expansion/402.tsp,0.088
data/TSP/expansion/403.tsp,0.125
data/TSP/expansion/404.tsp,0.067
data/TSP/expansion/405.tsp,0.126
data/TSP/expansion/406.tsp,0.124
data/TSP/expansion/407.tsp,0.088
data/TSP/expansion/408.tsp,0.029
data/TSP/expansion/409.tsp,0.031
data/TSP/expansion/41.tsp,0.123
data/TSP/expansion/410.tsp,0.076
data/TSP/expansion/411.tsp,0.141
data/TSP/expansion/412.tsp,0.142
data/TSP/expansion/413.tsp,0.126
data/TSP/expansion/414.tsp,0.071
data/TSP/expansion/415.tsp,0.048
data/TSP/expansion/416.tsp,0.109
data/TSP/expansion/417.tsp,0.085
data/TSP/expansion/418.tsp,0.133
data/TSP/expansion/419.tsp,0.069
data/TSP/expansion/42.tsp,0.097
data/TSP/expansion/420.tsp,0.088
data/TSP/expansion/421.tsp,0.124
data/TSP/expansion/422.tsp,0.114
data/TSP/expansion/423.tsp,0.037
data/TSP/expansion/424.tsp,0.039
data/TSP/expansion/425.tsp,0.028
data/TSP/expansion/426.tsp,0.099
data/TSP/expansion/427.tsp,0.036
data/TSP/expansion/428.tsp,0.067
data/TSP/expansion/429.tsp,0.063
data/TSP/expansion/43.tsp,0.026
data/TSP/expansion/430.tsp,0.033
data/TSP/expansion/431.tsp,0.064
data/TSP/expansion/432.tsp,0.038
data/TSP/expansion/433.tsp,0.08
data/TSP/expansion/434.tsp,0.087
data/TSP/expansion/435.tsp,0.023
data/TSP/expansion/436.tsp,0.026
data/TSP/expansion/437.tsp,0.032
data/TSP/expansion/438.tsp,0.031
data/TSP/expansion/439.tsp,0.105
data/TSP/expansion/44.tsp,0.045
data/TSP/expansion/440.tsp,0.119
data/TSP/expansion/441.tsp,0.052
data/TSP/expansion/442.tsp,0.112
data/TSP/expansion/443.tsp,0.098
data/TSP/expansion/444.tsp,0.095
data/TSP/expansion/445.tsp,0.023
data/TSP/expansion/446.tsp,0.093
data/TSP/expansion/447.tsp,0.098
data/TSP/expansion/448.tsp,0.037
data/TSP/expansion/449.tsp,0.085
data/TSP/expansion/45.tsp,0.053
data/TSP/expansion/450.tsp,0.059
data/TSP/expansion/451.tsp,0.026
data/TSP/expansion/452.tsp,0.081
data/TSP/expansion/453.tsp,0.055
data/TSP/expansion/454.tsp,0.041
data/TSP/expansion/455.tsp,0.11
data/TSP/expansion/456.tsp,0.034
